         2156267 function calls (2116685 primitive calls) in 15.867 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3756(__init__)
        1    0.000    0.000    0.000    0.000 mathtext.py:3310(MathTextParser)
        1    0.000    0.000    0.000    0.000 _util.py:1(<module>)
       25    0.000    0.000    0.000    0.000 ipaddress.py:433(_ip_int_from_prefix)
        1    0.000    0.000    0.000    0.000 categorical.py:1(<module>)
        1    0.000    0.000    0.000    0.000 multivariate_normal.py:78(MultivariateNormal)
        6    0.000    0.000    0.000    0.000 QConfig.py:24(__new__)
        1    0.000    0.000    0.000    0.000 fcn.py:1(<module>)
        1    0.000    0.000    0.006    0.006 fakedata.py:1(<module>)
        1    0.000    0.000    0.006    0.006 event.py:137(<module>)
        1    0.000    0.000    0.000    0.000 _add_newdocs.py:6668(numeric_type_aliases)
       13    0.000    0.000    0.000    0.000 backend_bases.py:1646(is_saving)
        3    0.000    0.000    0.000    0.000 _common.py:132(_validate_fromutc_inputs)
        1    0.000    0.000    0.000    0.000 fishersnedecor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 relaxed_categorical.py:1(<module>)
        1    0.000    0.000    0.000    0.000 phototour.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ElementTree.py:123(Element)
        3    0.000    0.000    0.000    0.000 base.py:100(__init__)
        2    0.000    0.000    0.001    0.000 space.py:9(__init__)
        8    0.000    0.000    0.000    0.000 core.py:8058(__init__)
       24    0.000    0.000    0.000    0.000 artist.py:981(get_label)
        1    0.000    0.000    0.000    0.000 table.py:246(Table)
        1    0.000    0.000    0.000    0.000 shufflenetv2.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:107(ToPILImage)
        1    0.000    0.000    0.000    0.000 defchararray.py:1810(chararray)
       16    0.000    0.000    0.000    0.000 _add_newdocs.py:6669(type_aliases_gen)
        1    0.000    0.000    0.000    0.000 <string>:5(uname_result)
        1    0.000    0.000    0.000    0.000 _polybase.py:8(<module>)
        1    0.000    0.000    0.001    0.001 string.py:15(<module>)
        1    0.000    0.000    0.000    0.000 <string>:5(_Instruction)
        1    0.000    0.000    0.000    0.000 pyparsing.py:500(ParseResults)
        1    0.000    0.000    0.000    0.000 contour.py:709(ContourSet)
       12    0.000    0.000    0.000    0.000 gridspec.py:68(set_width_ratios)
        1    0.000    0.000    0.000    0.000 image.py:1273(BboxImage)
        1    0.000    0.000    0.000    0.000 queue.py:27(__init__)
        1    0.000    0.000    0.000    0.000 instancenorm.py:1(<module>)
       59    0.000    0.000    0.000    0.000 annotations.py:144(<lambda>)
        1    0.000    0.000    0.000    0.000 client.py:228(HTTPResponse)
        1    0.000    0.000    0.000    0.000 _dtype_ctypes.py:24(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:2058(_OrderedSet)
       20    0.000    0.000    0.000    0.000 rcsetup.py:464(validate_fontweight)
        1    0.000    0.000    0.000    0.000 ssl.py:721(SSLSocket)
        1    0.000    0.000    0.000    0.000 geometric.py:1(<module>)
        1    0.000    0.000    0.000    0.000 relaxed_bernoulli.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _video_opt.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cartpole.py:5(<module>)
        1    0.000    0.000    0.000    0.000 debug.py:34(<module>)
       12    0.000    0.000    0.000    0.000 tokenize.py:379(read_or_stop)
       35    0.000    0.000    0.000    0.000 datetime.py:262(_check_int_field)
        1    0.000    0.000    0.001    0.001 string.py:65(__init__)
        5    0.000    0.000    0.000    0.000 pyparsing.py:1482(_setResultsName)
        7    0.000    0.000    0.000    0.000 pyparsing.py:4756(__init__)
       24    0.000    0.000    0.000    0.000 patches.py:1862(<genexpr>)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:66(destroy_all)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1049(_BaseV4)
        1    0.000    0.000    0.000    0.000 clock.py:236(__init__)
        1    0.000    0.000    0.000    0.000 __future__.py:48(<module>)
        1    0.000    0.000    0.000    0.000 <string>:5(interface)
        1    0.000    0.000    0.000    0.000 <string>:5(_PSResult)
        1    0.000    0.000    0.000    0.000 _constrained_layout.py:16(<module>)
        1    0.000    0.000    0.000    0.000 uuid.py:58(UUID)
       12    0.000    0.000    0.000    0.000 _base.py:3917(set_navigate)
        1    0.000    0.000    0.000    0.000 __init__.py:40(_parse_env)
        1    0.000    0.000    0.000    0.000 base64mime.py:25(<module>)
        1    0.000    0.000    0.000    0.000 multinomial.py:1(<module>)
        1    0.000    0.000    0.000    0.000 weibull.py:1(<module>)
        8    0.000    0.000    0.000    0.000 _torch_docs.py:22(<listcomp>)
        3    0.000    0.000    0.000    0.000 __init__.py:24(with_metaclass)
        1    0.000    0.000    0.000    0.000 com.py:165(IUnknown)
        1    0.000    0.000    0.000    0.000 core.py:8(Env)
       86    0.000    0.000    0.000    0.000 _compat_pickle.py:167(<genexpr>)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        1    0.000    0.000    0.001    0.001 __init__.py:664(matplotlib_fname)
        3    0.000    0.000    0.000    0.000 __init__.py:1379(_root)
        1    0.000    0.000    0.000    0.000 profiler.py:7(cudaOutputMode)
        1    0.000    0.000    0.000    0.000 module.py:31(Module)
        1    0.000    0.000    0.000    0.000 dropout.py:1(<module>)
        1    0.000    0.000    0.000    0.000 uu.py:31(<module>)
        4    0.000    0.000    0.000    0.000 ssl.py:360(__new__)
        1    0.000    0.000    0.000    0.000 categorical.py:8(Categorical)
        1    0.000    0.000    0.000    0.000 errors.py:9(<module>)
       20    0.000    0.000    0.000    0.000 tokenize.py:112(group)
        5    0.000    0.000    0.000    0.000 datetime.py:279(_check_date_fields)
        1    0.000    0.000    0.000    0.000 datetime.py:1991(timezone)
        1    0.000    0.000    0.000    0.000 selectors.py:79(BaseSelector)
        1    0.000    0.000    0.000    0.000 __init__.py:513(get_home)
        1    0.000    0.000    0.000    0.000 <string>:5(_TagInfo)
        2    0.000    0.000    0.000    0.000 frontend.py:216(build_param_list)
        1    0.000    0.000    0.000    0.000 adam.py:30(__init__)
        1    0.000    0.000    0.000    0.000 adam.py:1(<module>)
        1    0.000    0.000    0.000    0.000 one_hot_categorical.py:7(OneHotCategorical)
        1    0.000    0.000    0.000    0.000 mobilenet.py:1(<module>)
       27    0.000    0.000    0.000    0.000 pathlib.py:119(<genexpr>)
       10    0.000    0.000    0.000    0.000 _pytesttester.py:72(__init__)
        7    0.000    0.000    0.006    0.001 six.py:80(_import_module)
        6    0.000    0.000    0.000    0.000 six.py:126(__init__)
        1    0.000    0.000    0.002    0.002 vector_env.py:1(<module>)
        9    0.000    0.000    0.000    0.000 pyparsing.py:4643(__str__)
        1    0.000    0.000    0.000    0.000 coco.py:1(<module>)
        3    0.000    0.000    0.008    0.003 base.py:130(get_best_config)
        3    0.000    0.000    0.001    0.000 version.py:1(<module>)
        5    0.000    0.000    0.000    0.000 version.py:51(__lt__)
        1    0.000    0.000    0.000    0.000 units.py:43(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1055(winfo_rootx)
        1    0.000    0.000    0.000    0.000 Image.py:3099(_apply_env_variables)
        1    0.000    0.000    0.000    0.000 tarfile.py:727(TarInfo)
        1    0.000    0.000    0.000    0.000 typing.py:1245(TupleMeta)
        6    0.000    0.000    0.000    0.000 __init__.py:1237(_rcb)
        2    0.000    0.000    0.000    0.000 frontend.py:227(<listcomp>)
        1    0.000    0.000    0.000    0.000 studentT.py:1(<module>)
        1    0.000    0.000    0.000    0.000 feature_pyramid_network.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pendulum.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:738(Thread)
        3    0.000    0.000    0.000    0.000 datetime.py:1389(__new__)
        1    0.000    0.000    0.000    0.000 pickle.py:345(_Pickler)
        1    0.000    0.000    0.000    0.000 <string>:5(FullArgSpec)
        3    0.000    0.000    0.000    0.000 rcsetup.py:284(validate_toolbar)
        6    0.000    0.000    0.000    0.000 pyparsing.py:2398(__call__)
        1    0.000    0.000    0.000    0.000 tarfile.py:1385(TarFile)
        1    0.000    0.000    0.000    0.000 storage.py:1(<module>)
        2    0.000    0.000    0.000    0.000 init.py:22(_no_grad_fill_)
        1    0.000    0.000    0.000    0.000 parallel_apply.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lbfgs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gamma.py:1(<module>)
        1    0.000    0.000    0.000    0.000 exponential.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rnn.py:304(LSTM)
        1    0.000    0.000    0.000    0.000 _storage_docs.py:1(<module>)
        3    0.000    0.000    0.000    0.000 win32.py:191(__init__)
        1    0.000    0.000    0.000    0.000 win32.py:190(Win32Context)
        1    0.000    0.000    0.000    0.000 <string>:5(TokenInfo)
        2    0.000    0.000    0.000    0.000 glob.py:39(_iglob)
        1    0.000    0.000    0.000    0.000 machar.py:7(<module>)
        4    0.000    0.000    0.000    0.000 getlimits.py:521(max)
        1    0.000    0.000    0.004    0.004 registration.py:15(load)
        1    0.000    0.000    0.000    0.000 <string>:5(SelectorKey)
        1    0.000    0.000    0.000    0.000 sync_vector_env.py:1(<module>)
        7    0.000    0.000    0.000    0.000 rcsetup.py:263(validate_backend)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1425(AnnotationBbox)
        1    0.000    0.000    0.000    0.000 upsampling.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:203(AddrlistClass)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1576(_BaseV6)
       23    0.000    0.000    0.000    0.000 constraint_registry.py:106(<lambda>)
        1    0.000    0.000    0.000    0.000 pareto.py:1(<module>)
        1    0.000    0.000    0.000    0.000 observer.py:616(RecordingObserver)
        9    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x00000247E9B2F598}
        3    0.000    0.000    0.000    0.000 functools.py:196(<listcomp>)
        5    0.000    0.000    0.000    0.000 warnings.py:143(simplefilter)
        2    0.000    0.000    0.000    0.000 weakref.py:51(_cb)
        1    0.000    0.000    0.000    0.000 <string>:5(DecimalTuple)
        1    0.000    0.000    0.000    0.000 ticker.py:500(ScalarFormatter)
       11    0.000    0.000    0.000    0.000 init.py:429(_make_deprecate)
        1    0.000    0.000    0.000    0.000 transformed_distribution.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pin_memory.py:6(<module>)
        5    0.000    0.000    0.000    0.000 lib_wgl.py:73(makeWGLFunction)
        3    0.000    0.000    0.000    0.000 base.py:246(<lambda>)
        8    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        9    0.000    0.000    0.000    0.000 pyparsing.py:3794(parseImpl)
        1    0.000    0.000    0.000    0.000 backend_bases.py:715(GraphicsContextBase)
        6    0.000    0.000    0.000    0.000 init.py:74(uniform_)
        1    0.000    0.000    0.000    0.000 poisson.py:1(<module>)
        1    0.000    0.000    0.000    0.000 atari_preprocessing.py:1(<module>)
        6    0.000    0.000    0.000    0.000 rendering.py:199(set_scale)
        1    0.000    0.000    0.000    0.000 _globals.py:17(<module>)
       11    0.000    0.000    0.000    0.000 pyparsing.py:644(__iter__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:4631(__init__)
        1    0.000    0.000    0.000    0.000 tight_layout.py:10(<module>)
       13    0.000    0.000    0.000    0.000 figure.py:482(get_tight_layout)
        1    0.000    0.000    0.000    0.000 typing.py:2354(TextIO)
        1    0.000    0.000    0.000    0.000 adamw.py:1(<module>)
        1    0.000    0.000    0.000    0.000 zipfile.py:989(_ZipWriteFile)
        1    0.000    0.000    0.000    0.000 fractions.py:84(__new__)
        3    0.000    0.000    0.000    0.000 seeding.py:45(create_seed)
        3    0.000    0.000    0.000    0.000 seeding.py:80(_int_list_from_bigint)
       24    0.000    0.000    0.000    0.000 fromnumeric.py:2354(_cumsum_dispatcher)
        1    0.000    0.000    0.000    0.000 _internal.py:218(_getintp_ctype)
        8    0.000    0.000    0.000    0.000 pyparsing.py:1780(clear)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6744(pyparsing_unicode)
        1    0.000    0.000    0.000    0.000 dates.py:576(DateFormatter)
        1    0.000    0.000    0.000    0.000 tripcolor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _tensor_str.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fold.py:2(<module>)
        2    0.000    0.000    0.000    0.000 charset.py:211(__init__)
        1    0.000    0.000    0.000    0.000 <string>:5(DefaultVerifyPaths)
        1    0.000    0.000    0.001    0.001 exp_family.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sampler.py:1(<module>)
        1    0.000    0.000    0.000    0.000 continuous_mountain_car.py:15(<module>)
        1    0.000    0.000    0.000    0.000 sre_parse.py:876(parse_template)
        1    0.000    0.000    0.000    0.000 <string>:5(ParseResult)
        1    0.000    0.000    0.000    0.000 platform.py:754(_node)
        2    0.000    0.000    0.000    0.000 __init__.py:771(__init__)
       10    0.000    0.000    0.000    0.000 pyparsing.py:4661(stopOn)
        7    0.000    0.000    0.000    0.000 legend_handler.py:134(__init__)
        1    0.000    0.000    0.011    0.011 _backend_tk.py:588(__init__)
        1    0.000    0.000    0.000    0.000 feedparser.py:136(FeedParser)
        1    0.000    0.000    0.000    0.000 log.py:1(<module>)
       20    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
        1    0.000    0.000    0.000    0.000 traceback.py:367(from_list)
       10    0.000    0.000    0.000    0.000 extras.py:237(__init__)
        2    0.000    0.000    0.000    0.000 textpath.py:25(__init__)
       12    0.000    0.000    0.000    0.000 gridspec.py:77(set_height_ratios)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3220(_Backend)
        2    0.000    0.000    0.002    0.001 __init__.py:2487(create_image)
        1    0.000    0.000    0.000    0.000 distance.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:73(_QByteMap)
        1    0.000    0.000    0.000    0.000 ssl.py:567(SSLObject)
        1    0.000    0.000    0.000    0.000 dirichlet.py:29(Dirichlet)
        1    0.000    0.000    0.000    0.000 geometric.py:10(Geometric)
        1    0.000    0.000    0.000    0.000 uniform.py:1(<module>)
        1    0.000    0.000    0.000    0.000 collate.py:6(<module>)
        3    0.000    0.000    0.000    0.000 ntpath.py:44(normcase)
       23    0.000    0.000    0.000    0.000 overrides.py:196(array_function_from_dispatcher)
        2    0.000    0.000    0.000    0.000 __init__.py:800(createLock)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4909(__init__)
        1    0.000    0.000    0.000    0.000 textpath.py:388(TextPath)
        1    0.000    0.000    0.000    0.000 __init__.py:2859(Menu)
        1    0.000    0.000    0.000    0.000 frontend.py:263(StmtBuilder)
        1    0.000    0.000    0.000    0.000 linear.py:75(Linear)
       34    0.000    0.000    0.000    0.000 {method 'end' of '_sre.SRE_Match' objects}
        7    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:917(_sanity_check)
        1    0.000    0.000    0.000    0.000 _inspect.py:7(<module>)
       14    0.000    0.000    0.000    0.000 _string_helpers.py:72(english_capitalize)
       37    0.000    0.000    0.000    0.000 context.py:264(<genexpr>)
        1    0.000    0.000    0.000    0.000 inspect.py:2420(Parameter)
        8    0.000    0.000    0.000    0.000 fontconfig_pattern.py:138(_name)
        1    0.000    0.000    0.000    0.000 polar.py:774(PolarAxes)
        1    0.000    0.000    0.000    0.000 spectral_norm.py:3(<module>)
        2    0.000    0.000    0.000    0.000 annotations.py:142(<listcomp>)
        1    0.000    0.000    0.000    0.000 independent.py:7(Independent)
        1    0.000    0.000    0.000    0.000 independent.py:1(<module>)
        1    0.000    0.000    0.000    0.000 laplace.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mountain_car.py:4(<module>)
        1    0.000    0.000    0.000    0.000 acrobot.py:17(AcrobotEnv)
        1    0.000    0.000    0.000    0.000 flatten_observation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 enum.py:850(<listcomp>)
        1    0.000    0.000    0.003    0.003 linecache.py:6(<module>)
       20    0.000    0.000    0.000    0.000 mixins.py:20(_binary_method)
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <string>:5(FrameInfo)
        5    0.000    0.000    0.000    0.000 rcsetup.py:944(validate_hist_bins)
        1    0.000    0.000    0.000    0.000 <string>:5(Text)
        3    0.000    0.000    0.000    0.000 mathtext.py:3333(__init__)
        1    0.000    0.000    0.000    0.000 <string>:5(_PDFResult)
        1    0.000    0.000    0.000    0.000 grad.py:1(<module>)
        1    0.000    0.000    0.000    0.000 resource_sharer.py:63(__init__)
        1    0.000    0.000    0.000    0.000 zipfile.py:1063(ZipFile)
        1    0.000    0.000    0.000    0.000 one_hot_categorical.py:1(<module>)
        1    0.000    0.000    0.000    0.000 roi_align.py:13(_RoIAlignFunction)
        1    0.000    0.000    0.000    0.000 os.py:40(_get_exports_list)
        1    0.000    0.000    0.000    0.000 threading.py:757(__init__)
        6    0.000    0.000    0.000    0.000 core.py:1141(__init__)
        1    0.000    0.000    0.000    0.000 mathtext.py:1077(StandardPsFonts)
        1    0.000    0.000    0.000    0.000 relativedelta.py:18(relativedelta)
        1    0.000    0.000    0.000    0.000 axis.py:29(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:3617(Spinbox)
        1    0.000    0.000    0.000    0.000 _VF.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fusion.py:2(<module>)
        1    0.000    0.000    0.000    0.000 pixelshuffle.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sparse_adam.py:1(<module>)
        1    0.000    0.000    0.000    0.000 asgd.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sgd.py:1(<module>)
        1    0.000    0.000    0.001    0.001 encoders.py:5(<module>)
        1    0.000    0.000    0.000    0.000 beta.py:10(Beta)
        1    0.000    0.000    0.000    0.000 <string>:5(QConfig)
        1    0.000    0.000    0.000    0.000 compat.py:38(<module>)
        2    0.000    0.000    0.000    0.000 base.py:108(get_gl_attributes)
        1    0.000    0.000    0.000    0.000 base.py:99(EventLoop)
        4    0.000    0.000    0.000    0.000 pathlib.py:685(_make_child)
        1    0.000    0.000    0.000    0.000 <string>:5(SplitResult)
        2    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(copyto)
        1    0.000    0.000    0.000    0.000 numeric.py:2066(identity)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:29(<module>)
        1    0.000    0.000    0.000    0.000 random.py:96(seed)
        2    0.000    0.000    0.000    0.000 __init__.py:471(__init__)
        1    0.000    0.000    0.000    0.000 <string>:5(IncompatibleKeys)
        1    0.000    0.000    0.000    0.000 <string>:5(ScriptMethodStub)
        1    0.000    0.000    0.000    0.000 adagrad.py:1(<module>)
        1    0.000    0.000    0.000    0.000 uniform.py:9(Uniform)
        1    0.000    0.000    0.000    0.000 lowrank_multivariate_normal.py:46(LowRankMultivariateNormal)
        1    0.000    0.000    0.000    0.000 logistic_normal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.generic' objects}
        8    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        1    0.000    0.000    0.000    0.000 argparse.py:1585(ArgumentParser)
        1    0.000    0.000    0.000    0.000 spaces.py:1(<module>)
        8    0.000    0.000    0.000    0.000 __init__.py:251(_logged_cached)
        2    0.000    0.000    0.000    0.000 inspect.py:882(__init__)
        5    0.000    0.000    0.000    0.000 pyparsing.py:4766(__str__)
        1    0.000    0.000    0.000    0.000 collections.py:1137(RegularPolyCollection)
        1    0.000    0.000    0.000    0.000 <string>:5(Page)
        2    0.000    0.000    0.000    0.000 __init__.py:3504(__del__)
        1    0.000    0.000    0.000    0.000 <string>:5(Kernel)
        1    0.000    0.000    0.000    0.000 <string>:5(PackedSequence)
        1    0.000    0.000    0.000    0.000 __init__.py:1486(ScriptModule)
        1    0.000    0.000    0.000    0.000 rprop.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <string>:5(GoogLeNetOutputs)
        1    0.000    0.000    0.009    0.009 misc.py:135(FrozenBatchNorm2d)
        6    0.000    0.000    0.000    0.000 __init__.py:633(_get_window_proc)
        1    0.000    0.000    0.000    0.000 genericpath.py:117(_splitext)
        1    0.000    0.000    0.000    0.000 main.py:49(TestProgram)
        1    0.000    0.000    0.000    0.000 <string>:5(_ExecInfo)
        1    0.000    0.000    0.000    0.000 transforms.py:2028(IdentityTransform)
        1    0.000    0.000    0.000    0.000 geo.py:14(GeoAxes)
        1    0.000    0.000    0.000    0.000 __init__.py:291(Variable)
        1    0.000    0.000    0.000    0.000 __init__.py:3797(PanedWindow)
        1    0.000    0.000    0.000    0.000 _namedtensor_internals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rmsprop.py:1(<module>)
        4    0.000    0.000    0.000    0.000 fractions.py:294(_operator_fallbacks)
       15    0.000    0.000    0.000    0.000 types.py:78(from_param)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
        4    0.000    0.000    0.006    0.002 six.py:114(_resolve)
        1    0.000    0.000    0.000    0.000 logger.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cm.py:186(ScalarMappable)
       24    0.000    0.000    0.000    0.000 dviread.py:155(<listcomp>)
        1    0.000    0.000    0.000    0.000 <string>:5(Font)
        1    0.000    0.000    0.000    0.000 rnn.py:24(RNNBase)
        1    0.000    0.000    0.001    0.001 replicate.py:1(<module>)
        2    0.000    0.000    0.000    0.000 linear.py:6(Linear)
        1    0.000    0.000    0.000    0.000 frontend.py:247(get_default_args)
        1    0.000    0.000    0.000    0.000 adamax.py:1(<module>)
        1    0.000    0.000    0.000    0.000 multinomial.py:10(Multinomial)
        1    0.000    0.000    0.000    0.000 stubs.py:2(<module>)
        1    0.000    0.000    0.000    0.000 boxes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 image_list.py:2(<module>)
       12    0.000    0.000    0.000    0.000 rendering.py:172(add_attr)
        1    0.000    0.000    0.000    0.000 __init__.py:1169(ImageDataRegion)
        7    0.000    0.000    0.000    0.000 _collections_abc.py:367(__subclasshook__)
        1    0.000    0.000    0.000    0.000 datetime.py:659(date)
        1    0.000    0.000    0.000    0.000 datetime.py:1034(time)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dict.py:1(<module>)
        4    0.000    0.000    0.000    0.000 pyparsing.py:2351(__invert__)
       12    0.000    0.000    0.000    0.000 gridspec.py:457(get_gridspec)
       14    0.000    0.000    0.000    0.000 backend_bases.py:3048(set_history_buttons)
        1    0.000    0.000    0.000    0.000 _parser.py:247(parserinfo)
        4    0.000    0.000    0.000    0.000 isoparser.py:22(_takes_ascii)
        1    0.000    0.000    0.004    0.004 __init__.py:1815(wm_deiconify)
        1    0.000    0.000    0.000    0.000 __init__.py:3538(PhotoImage)
        1    0.000    0.000    0.000    0.000 streams.py:1(<module>)
        1    0.000    0.000    0.000    0.000 iterators.py:5(<module>)
        1    0.000    0.000    0.000    0.000 pareto.py:8(Pareto)
        1    0.000    0.000    0.000    0.000 <string>:5(InceptionOutputs)
        1    0.000    0.000    0.001    0.001 ImageEnhance.py:21(<module>)
        1    0.000    0.000    0.001    0.001 _markupbase.py:6(<module>)
        2    0.000    0.000    0.000    0.000 gl_info.py:111(remove_active_context)
        1    0.000    0.000    0.000    0.000 __init__.py:1846(Texture3D)
        4    0.000    0.000    0.000    0.000 re.py:204(split)
        1    0.000    0.000    0.001    0.001 version.py:93(StrictVersion)
        2    0.000    0.000    0.000    0.000 numerictypes.py:239(obj2sctype)
        1    0.000    0.000    0.000    0.000 _internal.py:250(_ctypes)
        1    0.000    0.000    0.000    0.000 tempfile.py:631(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 <string>:5(CharMetrics)
        1    0.000    0.000    0.000    0.000 <string>:5(Box)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:3(<module>)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1275(__init__)
        1    0.000    0.000    0.000    0.000 widgets.py:1461(_SelectorWidget)
        1    0.000    0.000    0.000    0.000 isoparser.py:42(isoparser)
        4    0.000    0.000    0.000    0.000 legend_handler.py:179(__init__)
        1    0.000    0.000    0.000    0.000 tricontour.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hooks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _jit_internal.py:66(get_closure)
        2    0.000    0.000    0.000    0.000 typing.py:843(__getitem__)
        1    0.000    0.000    0.000    0.000 rnn.py:385(LSTM)
        1    0.000    0.000    0.000    0.000 clip_grad.py:1(<module>)
        1    0.000    0.000    0.000    0.000 relaxed_bernoulli.py:10(LogitRelaxedBernoulli)
        1    0.000    0.000    0.000    0.000 frame_stack.py:1(<module>)
        1    0.000    0.000    0.000    0.000 record_episode_statistics.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.set_string_function}
        1    0.000    0.000    0.000    0.000 <string>:5(ArgInfo)
        1    0.000    0.000    0.000    0.000 gzip.py:110(GzipFile)
        5    0.000    0.000    0.000    0.000 rcsetup.py:653(validate_hinting)
        1    0.000    0.000    0.003    0.003 artist.py:1312(get_setters)
        1    0.000    0.000    0.001    0.001 mathtext.py:224(MathtextBackendPs)
        1    0.000    0.000    0.000    0.000 calendar.py:50(_localized_month)
        1    0.000    0.000    0.000    0.000 _factories.py:26(__init__)
        3    0.000    0.000    0.000    0.000 _six.py:62(with_metaclass)
        1    0.000    0.000    0.000    0.000 grad_mode.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connection.py:114(_ConnectionBase)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1860(IPv6Address)
        1    0.000    0.000    0.000    0.000 <string>:5(_ASN1Object)
        1    0.000    0.000    0.001    0.001 chi2.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transformed_distribution.py:8(TransformedDistribution)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
       15    0.000    0.000    0.000    0.000 {method 'keys' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.001    0.001 traceback.py:193(format_stack)
        5    0.000    0.000    0.000    0.000 datetime.py:292(_check_time_fields)
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
        1    0.000    0.000    0.000    0.000 <string>:5(ArgSpec)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
        1    0.000    0.000    0.000    0.000 <string>:5(usage)
        1    0.000    0.000    0.000    0.000 registration.py:116(spec)
        1    0.000    0.000    0.000    0.000 inspect.py:2702(Signature)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:9(Gcf)
        1    0.000    0.000    0.000    0.000 _parser.py:58(_timelex)
        1    0.000    0.000    0.000    0.000 _parser.py:574(parser)
        1    0.000    0.000    0.000    0.000 backend_agg.py:362(FigureCanvasAgg)
        1    0.000    0.000    0.000    0.000 throughput_benchmark.py:1(<module>)
        9    0.000    0.000    0.000    0.000 module.py:879(named_parameters)
        2    0.000    0.000    0.002    0.001 frontend.py:126(build_stmts)
        1    0.000    0.000    0.000    0.000 _policybase.py:271(Compat32)
        1    0.000    0.000    0.000    0.000 quopri.py:3(<module>)
        1    0.000    0.000    0.000    0.000 log_normal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 observer.py:350(HistogramObserver)
        1    0.000    0.000    0.000    0.000 debug.py:1(<module>)
        3    0.000    0.000    0.000    0.000 base.py:101(_requires_gl_3)
        1    0.000    0.000    0.000    0.000 __init__.py:14(<module>)
        1    0.000    0.000    0.001    0.001 version.py:27(<module>)
