         2719936 function calls (2672071 primitive calls) in 31.928 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 throughput_benchmark.py:62(ThroughputBenchmark)
        1    0.000    0.000    0.000    0.000 hooks.py:7(RemovableHandle)
        1    0.000    0.000    0.000    0.000 _VF.py:6(VFModule)
        1    0.000    0.000    0.000    0.000 _jit_internal.py:603(FinalInstance)
        1    0.000    0.000    0.000    0.000 typing.py:197(_FinalTypingBase)
        1    0.000    0.000    0.000    0.000 typing.py:2004(Dict)
        1    0.000    0.000    0.000    0.000 typing.py:2169(NamedTuple)
        1    0.000    0.000    0.000    0.000 typing.py:2403(re)
        1    0.000    0.000    0.000    0.000 conv.py:78(Conv1d)
        1    0.000    0.000    0.000    0.000 conv.py:205(Conv2d)
        1    0.000    0.000    0.000    0.000 activation.py:59(ReLU)
        1    0.000    0.000    0.000    0.000 activation.py:379(SELU)
        1    0.000    0.000    0.000    0.000 activation.py:649(MultiheadAttention)
        1    0.000    0.000    0.000    0.000 loss.py:91(NLLLoss)
        1    0.000    0.000    0.000    0.000 loss.py:501(BCEWithLogitsLoss)
        1    0.000    0.000    0.000    0.000 _functions.py:108(CrossMapLRN2d)
        1    0.000    0.000    0.000    0.000 grad_mode.py:5(no_grad)
        1    0.000    0.000    0.000    0.000 rnn.py:732(RNNCellBase)
        1    0.000    0.000    0.000    0.000 fold.py:139(Unfold)
        1    0.000    0.000    0.000    0.000 _functions.py:78(Scatter)
        1    0.000    0.000    0.000    0.000 __init__.py:210(TensorDescriptorArray)
        1    0.000    0.000    0.000    0.000 __init__.py:261(DropoutDescriptor)
        1    0.000    0.000    0.000    0.000 adadelta.py:6(Adadelta)
        1    0.000    0.000    0.000    0.000 adamax.py:5(Adamax)
        1    0.000    0.000    0.000    0.000 request.py:794(ProxyHandler)
        1    0.000    0.000    0.000    0.000 request.py:1021(HTTPBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1343(HTTPHandler)
        1    0.000    0.000    0.000    0.000 client.py:1448(IncompleteRead)
        1    0.000    0.000    0.000    0.000 ssl.py:221(CertificateError)
        1    0.000    0.000    0.000    0.000 kl.py:76(_Match)
        1    0.000    0.000    0.000    0.000 __init__.py:50(cuFFTPlanCacheManager)
        1    0.000    0.000    0.000    0.000 observer.py:13(_PartialWrapper)
        1    0.000    0.000    0.000    0.000 observer.py:261(PerChannelMinMaxObserver)
        1    0.000    0.000    0.000    0.000 distributed.py:7(DistributedSampler)
        1    0.000    0.000    0.000    0.000 alexnet.py:14(AlexNet)
        1    0.000    0.000    0.000    0.000 inception.py:55(Inception3)
        1    0.000    0.000    0.000    0.000 densenet.py:89(DenseNet)
        1    0.000    0.000    0.000    0.000 googlenet.py:53(GoogLeNet)
        1    0.000    0.000    0.000    0.000 faster_rcnn.py:24(FasterRCNN)
        1    0.000    0.000    0.000    0.000 faster_rcnn.py:260(FastRCNNPredictor)
        1    0.000    0.000    0.000    0.000 generalized_rcnn.py:11(GeneralizedRCNN)
        1    0.000    0.000    0.000    0.000 vision.py:6(VisionDataset)
        1    0.000    0.000    0.000    0.000 transforms.py:52(Compose)
        1    0.000    0.000    0.000    0.000 transforms.py:253(Pad)
        1    0.000    0.000    0.000    0.000 transforms.py:790(LinearTransformation)
        1    0.000    0.000    0.000    0.000 transforms.py:1211(RandomErasing)
        1    0.000    0.000    0.000    0.000 filter_observation.py:7(FilterObservation)
        1    0.000    0.000    0.000    0.000 atari_preprocessing.py:8(AtariPreprocessing)
        1    0.000    0.000    0.000    0.000 flatten_observation.py:6(FlattenObservation)
        1    0.000    0.000    0.000    0.000 frame_stack.py:8(LazyFrames)
        1    0.000    0.000    0.000    0.000 transform_observation.py:4(TransformObservation)
        1    0.000    0.000    0.000    0.000 types.py:295(ABC)
        1    0.000    0.000    0.000    0.000 types.py:381(ICONINFO)
        1    0.000    0.000    0.000    0.000 lib.py:66(_TraceFunction)
        1    0.000    0.000    0.000    0.000 03_DQN_training.py:105(Agent)
        1    0.000    0.000    0.000    0.000 03_DQN_training.py:92(EpisonGreedyStrategy)
        1    0.000    0.000    0.000    0.000 tokenize.py:113(any)
        1    0.000    0.000    0.000    0.000 error.py:67(APIError)
        1    0.000    0.000    0.000    0.000 ezpickle.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:369(Semaphore)
        1    0.000    0.000    0.000    0.000 threading.py:1158(Timer)
        1    0.000    0.000    0.000    0.000 _globals.py:59(_NoValueType)
        2    0.000    0.000    0.000    0.000 glob.py:82(<genexpr>)
        5    0.000    0.000    0.000    0.000 datetime.py:309(_check_tzinfo_arg)
        1    0.000    0.000    0.000    0.000 pathlib.py:777(name)
        1    0.000    0.000    0.000    0.000 _internal.py:241(_missing_ctypes)
        1    0.000    0.000    0.000    0.000 index_tricks.py:517(__init__)
        2    0.000    0.000    0.000    0.000 index_tricks.py:728(__init__)
        1    0.000    0.000    0.000    0.000 _iotools.py:176(LineSplitter)
        1    0.000    0.000    0.000    0.000 {method 'extend' of 'array.array' objects}
        1    0.000    0.000    0.000    0.000 {built-in method math.gcd}
        1    0.000    0.000    0.000    0.000 core.py:204(<listcomp>)
        2    0.000    0.000    0.000    0.000 core.py:878(__init__)
        1    0.000    0.000    0.000    0.000 core.py:1120(_DomainedBinaryOperation)
        3    0.000    0.000    0.000    0.000 core.py:1357(getmask)
        1    0.000    0.000    0.000    0.000 case.py:137(_AssertRaisesBaseContext)
        1    0.000    0.000    0.000    0.000 __init__.py:402(StringTemplateStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:1280(setLevel)
        1    0.000    0.000    0.000    0.000 argparse.py:109(_AttributeHolder)
        1    0.000    0.000    0.000    0.000 runner.py:13(_WritelnDecorator)
        1    0.000    0.000    0.000    0.000 tempfile.py:461(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 six.py:103(MovedModule)
        1    0.000    0.000    0.000    0.000 six.py:173(__init__)
        1    0.000    0.000    0.000    0.000 context.py:228(__init__)
        1    0.000    0.000    0.000    0.000 misc.py:6(CloudpickleWrapper)
        2    0.000    0.000    0.000    0.000 inspect.py:502(_is_wrapper)
        1    0.000    0.000    0.000    0.000 __init__.py:635(maxdict)
        1    0.000    0.000    0.000    0.000 pyparsing.py:361(ParseException)
        2    0.000    0.000    0.000    0.000 pyparsing.py:839(__getattr__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3695(GoToColumn)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3776(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6679(_lazyclassproperty)
        1    0.000    0.000    0.000    0.000 colors.py:1010(DivergingNorm)
        1    0.000    0.000    0.000    0.000 _version.py:20(get_versions)
        1    0.000    0.000    0.000    0.000 transforms.py:2681(TransformedPath)
        1    0.000    0.000    0.000    0.000 collections.py:1763(PatchCollection)
        1    0.000    0.000    0.000    0.000 lines.py:1454(VertexSelector)
        1    0.000    0.000    0.000    0.000 ticker.py:343(FixedFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1666(LinearLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:2676(AutoMinorLocator)
        1    0.000    0.000    0.000    0.000 patches.py:240(get_edgecolor)
        1    0.000    0.000    0.000    0.000 patches.py:2005(_Base)
        1    0.000    0.000    0.000    0.000 patches.py:2905(Angle)
        1    0.000    0.000    0.000    0.000 patches.py:3409(CurveA)
        1    0.000    0.000    0.000    0.000 patches.py:3526(_Bracket)
        1    0.000    0.000    0.000    0.000 patches.py:3603(BracketAB)
        1    0.000    0.000    0.000    0.000 patches.py:3709(Simple)
        1    0.000    0.000    0.000    0.000 backend_tools.py:502(ToolMinorGrid)
        1    0.000    0.000    0.000    0.000 backend_tools.py:770(SaveFigureBase)
        1    0.000    0.000    0.000    0.000 widgets.py:2472(LassoSelector)
        1    0.000    0.000    0.000    0.000 __init__.py:10(__init__)
        1    0.000    0.000    0.000    0.000 _parser.py:1377(_tzparser)
        1    0.000    0.000    0.000    0.000 calendar.py:24(IllegalMonthError)
        1    0.000    0.000    0.000    0.000 _factories.py:8(_TzSingleton)
        1    0.000    0.000    0.000    0.000 rrule.py:1313(_genitem)
        1    0.000    0.000    0.000    0.000 offsetbox.py:525(PaddedBox)
        1    0.000    0.000    0.000    0.000 csv.py:166(Sniffer)
        1    0.000    0.000    0.000    0.000 trifinder.py:24(TrapezoidMapTriFinder)
        1    0.000    0.000    0.000    0.000 axis.py:632(Ticker)
        1    0.000    0.000    0.000    0.000 axis.py:647(_LazyTickList)
        1    0.000    0.000    0.000    0.000 scale.py:198(LogTransformBase)
        1    0.000    0.000    0.000    0.000 scale.py:320(InvertedLogTransform)
        1    0.000    0.000    0.000    0.000 scale.py:474(SymmetricalLogTransform)
        1    0.000    0.000    0.000    0.000 geo.py:314(HammerTransform)
        1    0.000    0.000    0.000    0.000 polar.py:72(PolarAffine)
        1    0.000    0.000    0.000    0.000 polar.py:499(RadialTick)
        1    0.000    0.000    0.000    0.000 polar.py:708(_WedgeBbox)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:19(_BackendTkAgg)
        1    0.000    0.000    0.000    0.000 _backend_tk.py:894(ConfigureSubplotsTk)
        1    0.000    0.000    0.000    0.000 __init__.py:1692(CallWrapper)
        1    0.000    0.000    0.000    0.000 dialog.py:9(Dialog)
        1    0.000    0.000    0.000    0.000 TiffTags.py:23(TagInfo)
        1    0.000    0.000    0.000    0.000 model.py:88(__init__)
        1    0.000    0.000    0.000    0.000 model.py:192(UnknownFloatType)
        1    0.000    0.000    0.000    0.000 model.py:224(RawFunctionType)
        1    0.000    0.000    0.000    0.000 queue.py:214(PriorityQueue)
        1    0.000    0.000    0.000    0.000 __init__.py:273(device_of)
        1    0.000    0.000    0.000    0.000 util.py:330(ForkAwareThreadLock)
        1    0.000    0.000    0.000    0.000 _jit_internal.py:390(decorator)
        1    0.000    0.000    0.000    0.000 typing.py:835(_Optional)
        1    0.000    0.000    0.000    0.000 typing.py:1882(List)
        1    0.000    0.000    0.000    0.000 conv.py:347(Conv3d)
        1    0.000    0.000    0.000    0.000 activation.py:218(ReLU6)
        1    0.000    0.000    0.000    0.000 activation.py:298(ELU)
        1    0.000    0.000    0.000    0.000 activation.py:336(CELU)
        1    0.000    0.000    0.000    0.000 activation.py:936(Softmax)
        1    0.000    0.000    0.000    0.000 pooling.py:221(MaxUnpool1d)
        1    0.000    0.000    0.000    0.000 pooling.py:970(_AdaptiveAvgPoolNd)
        1    0.000    0.000    0.000    0.000 function.py:10(_ContextMethodMixin)
        1    0.000    0.000    0.000    0.000 function.py:62(_HookMixin)
        1    0.000    0.000    0.000    0.000 grad_mode.py:100(set_grad_enabled)
        1    0.000    0.000    0.000    0.000 anomaly_mode.py:4(detect_anomaly)
        1    0.000    0.000    0.000    0.000 profiler.py:588(FunctionEventAvg)
        1    0.000    0.000    0.000    0.000 rnn.py:260(RNN)
        1    0.000    0.000    0.000    0.000 rnn.py:782(RNNCell)
        1    0.000    0.000    0.000    0.000 distance.py:40(CosineSimilarity)
        1    0.000    0.000    0.000    0.000 transformer.py:140(TransformerEncoder)
        1    0.000    0.000    0.000    0.000 __init__.py:1753(TopLevelTracedModule)
        1    0.000    0.000    0.000    0.000 frontend.py:92(FrontendError)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:180(StepLR)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:783(OneCycleLR)
        1    0.000    0.000    0.000    0.000 reductions.py:22(StorageWeakRef)
        1    0.000    0.000    0.000    0.000 reductions.py:41(SharedCache)
        1    0.000    0.000    0.000    0.000 request.py:612(BaseHandler)
        1    0.000    0.000    0.000    0.000 request.py:631(HTTPErrorProcessor)
        1    0.000    0.000    0.000    0.000 response.py:37(addclosehook)
        1    0.000    0.000    0.000    0.000 response.py:57(addinfo)
        2    0.000    0.000    0.000    0.000 constraints.py:146(__init__)
        1    0.000    0.000    0.000    0.000 constraints.py:186(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:376(AbsTransform)
        1    0.000    0.000    0.000    0.000 __init__.py:86(CUDAModule)
        1    0.000    0.000    0.000    0.000 dataloader.py:29(_DatasetKind)
        1    0.000    0.000    0.000    0.000 dataloader.py:41(_InfiniteConstantSampler)
        1    0.000    0.000    0.000    0.000 dataloader.py:300(_BaseDataLoaderIter)
        1    0.000    0.000    0.000    0.000 worker.py:60(WorkerInfo)
        1    0.000    0.000    0.000    0.000 _utils.py:8(_SimpleSegmentationModel)
        1    0.000    0.000    0.000    0.000 poolers.py:10(LevelMapper)
        1    0.000    0.000    0.000    0.000 feature_pyramid_network.py:135(LastLevelP6P7)
        1    0.000    0.000    0.000    0.000 mask_rcnn.py:20(MaskRCNN)
        1    0.000    0.000    0.000    0.000 resnet.py:191(VideoResNet)
        1    0.000    0.000    0.000    0.000 coco.py:81(CocoDetection)
        1    0.000    0.000    0.000    0.000 transforms.py:146(Normalize)
        1    0.000    0.000    0.000    0.000 transforms.py:310(Lambda)
        1    0.000    0.000    0.000    0.000 transforms.py:328(RandomTransforms)
        1    0.000    0.000    0.000    0.000 transforms.py:747(TenCrop)
        1    0.000    0.000    0.000    0.000 transforms.py:1147(Grayscale)
        1    0.000    0.000    0.000    0.000 transforms.py:1177(RandomGrayscale)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1360(TreeBuilder)
        1    0.000    0.000    0.000    0.000 caltech.py:128(Caltech256)
        1    0.000    0.000    0.000    0.000 imp.py:114(NullImporter)
        1    0.000    0.000    0.000    0.000 imp.py:133(_HackedGetData)
        1    0.000    0.000    0.000    0.000 time_limit.py:4(TimeLimit)
        1    0.000    0.000    0.000    0.000 gray_scale_observation.py:7(GrayScaleObservation)
        1    0.000    0.000    0.000    0.000 frame_stack.py:46(FrameStack)
        1    0.000    0.000    0.000    0.000 glext_arb.py:3939(struct___GLsync)
        1    0.000    0.000    0.000    0.000 win32.py:236(Win32ARBContext)
        1    0.000    0.000    0.000    0.000 __init__.py:136(metaclass)
        1    0.000    0.000    0.000    0.000 key.py:70(KeyStateHandler)
        2    0.000    0.000    0.000    0.000 __init__.py:1065(_event_erasebkgnd_view)
        1    0.000    0.000    0.000    0.000 lib.py:170(MachOLibraryLoader)
        1    0.000    0.000    0.000    0.000 atlas.py:186(TextureAtlas)
        1    0.000    0.000    0.000    0.000 dds.py:164(DDSImageDecoder)
        1    0.000    0.000    0.000    0.000 com.py:138(COMInterface)
        1    0.000    0.000    0.000    0.000 pil.py:54(PILImageDecoder)
        1    0.000    0.000    0.000    0.000 png.py:78(PNGImageEncoder)
        1    0.000    0.000    0.000    0.000 bmp.py:129(RGBQUAD)
        1    0.000    0.000    0.000    0.000 os.py:760(getenv)
        4    0.000    0.000    0.000    0.000 contextlib.py:36(_recreate_cm)
        1    0.000    0.000    0.000    0.000 core.py:158(GoalEnv)
        1    0.000    0.000    0.000    0.000 core.py:282(ActionWrapper)
        1    0.000    0.000    0.000    0.000 threading.py:1207(_DummyThread)
        1    0.000    0.000    0.000    0.000 __future__.py:78(_Feature)
        1    0.000    0.000    0.000    0.000 __init__.py:371(PyDLL)
        1    0.000    0.000    0.000    0.000 __init__.py:411(LibraryLoader)
        1    0.000    0.000    0.000    0.000 parse.py:175(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 index_tricks.py:210(MGridClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:296(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:547(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:58(_Deprecate)
        1    0.000    0.000    0.000    0.000 npyio.py:58(BagObj)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        2    0.000    0.000    0.000    0.000 {method 'deleter' of 'property' objects}
        3    0.000    0.000    0.000    0.000 core.py:862(__init__)
        1    0.000    0.000    0.000    0.000 core.py:1324(make_mask_descr)
        1    0.000    0.000    0.000    0.000 core.py:6607(_frommethod)
        1    0.000    0.000    0.000    0.000 case.py:128(_BaseTestCaseContext)
        1    0.000    0.000    0.000    0.000 __init__.py:601(BufferingFormatter)
        1    0.000    0.000    0.000    0.000 __init__.py:951(StreamHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:1582(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1576(RootLogger)
        1    0.000    0.000    0.000    0.000 six.py:124(_LazyModule)
        2    0.000    0.000    0.000    0.000 six.py:189(__get_module)
        1    0.000    0.000    0.000    0.000 registration.py:92(__init__)
        1    0.000    0.000    0.000    0.000 context.py:317(SpawnProcess)
        1    0.000    0.000    0.000    0.000 reduction.py:100(DupHandle)
        1    0.000    0.000    0.000    0.000 inspect.py:880(BlockFinder)
        1    0.000    0.000    0.000    0.000 rcsetup.py:45(ValidateInStrings)
        1    0.000    0.000    0.000    0.000 pyparsing.py:490(_ParseResultsWithOffset)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3069(Word)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3543(CharsNotIn)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3721(LineStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4286(Each)
        1    0.000    0.000    0.000    0.000 pyparsing.py:5189(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6762(Greek)
        1    0.000    0.000    0.000    0.000 transforms.py:988(TransformedBbox)
        1    0.000    0.000    0.000    0.000 transforms.py:2198(BlendedAffine2D)
        1    0.000    0.000    0.000    0.000 collections.py:1207(AsteriskPolygonCollection)
        1    0.000    0.000    0.000    0.000 contour.py:35(ClabelText)
        1    0.000    0.000    0.000    0.000 ticker.py:1786(MultipleLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:2404(SymmetricalLogLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:2564(LogitLocator)
        1    0.000    0.000    0.000    0.000 font_manager.py:322(FontEntry)
        1    0.000    0.000    0.000    0.000 patches.py:2083(Circle)
        1    0.000    0.000    0.000    0.000 patches.py:2208(Round)
        1    0.000    0.000    0.000    0.000 patches.py:3400(Curve)
        1    0.000    0.000    0.000    0.000 patches.py:3659(BracketB)
        1    0.000    0.000    0.000    0.000 mathtext.py:875(DejaVuFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:918(DejaVuSerifFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:1526(Accent)
        1    0.000    0.000    0.000    0.000 mathtext.py:1618(Hlist)
        1    0.000    0.000    0.000    0.000 blocking_input.py:326(BlockingKeyMouseInput)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1207(Event)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1384(MouseEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3197(StatusbarBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:318(ToolCursorPosition)
        1    0.000    0.000    0.000    0.000 backend_tools.py:535(AxisScaleBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:552(ToolYScale)
        1    0.000    0.000    0.000    0.000 backend_tools.py:754(ToolForward)
        1    0.000    0.000    0.000    0.000 backend_tools.py:778(ZoomPanBase)
        1    0.000    0.000    0.000    0.000 widgets.py:92(AxesWidget)
        1    0.000    0.000    0.000    0.000 widgets.py:509(CheckButtons)
        1    0.000    0.000    0.000    0.000 widgets.py:1252(Cursor)
        1    0.000    0.000    0.000    0.000 widgets.py:2401(EllipseSelector)
        1    0.000    0.000    0.000    0.000 __init__.py:27(get_projection_names)
        1    0.000    0.000    0.000    0.000 calendar.py:141(setfirstweekday)
        1    0.000    0.000    0.000    0.000 calendar.py:501(LocaleTextCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:532(LocaleHTMLCalendar)
        1    0.000    0.000    0.000    0.000 tz.py:1036(tzstr)
        1    0.000    0.000    0.000    0.000 tz.py:1835(_nullcontext)
        1    0.000    0.000    0.000    0.000 wintypes.py:97(RECT)
        1    0.000    0.000    0.000    0.000 wintypes.py:133(MSG)
        1    0.000    0.000    0.000    0.000 dates.py:940(AutoDateFormatter)
        1    0.000    0.000    0.000    0.000 dates.py:1571(YearLocator)
        1    0.000    0.000    0.000    0.000 dates.py:2027(ConciseDateConverter)
        4    0.000    0.000    0.000    0.000 rrule.py:79(_invalidates_cache)
        1    0.000    0.000    0.000    0.000 offsetbox.py:442(HPacker)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1787(DraggableOffsetBox)
        1    0.000    0.000    0.000    0.000 legend_handler.py:130(HandlerNpoints)
        1    0.000    0.000    0.000    0.000 legend_handler.py:549(HandlerStem)
        1    0.000    0.000    0.000    0.000 legend_handler.py:670(__init__)
        1    0.000    0.000    0.000    0.000 csv.py:70(unix_dialect)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1089(_DOF_estimator_geom)
        1    0.000    0.000    0.000    0.000 scale.py:503(InvertedSymmetricalLogTransform)
        1    0.000    0.000    0.000    0.000 scale.py:665(LogitScale)
        1    0.000    0.000    0.000    0.000 geo.py:235(_GeoTransform)
        1    0.000    0.000    0.000    0.000 polar.py:440(_ThetaShift)
        1    0.000    0.000    0.000    0.000 __init__.py:467(StringVar)
        1    0.000    0.000    0.000    0.000 __init__.py:2728(Frame)
        1    0.000    0.000    0.000    0.000 error.py:17(VerificationError)
        1    0.000    0.000    0.000    0.000 model.py:72(BaseType)
        1    0.000    0.000    0.000    0.000 model.py:261(PointerType)
        1    0.000    0.000    0.000    0.000 queue.py:233(LifoQueue)
        1    0.000    0.000    0.000    0.000 __init__.py:150(DeferredCudaCallError)
        1    0.000    0.000    0.000    0.000 module.py:10(_IncompatibleKeys)
        1    0.000    0.000    0.000    0.000 _jit_internal.py:168(FunctionModifiers)
        1    0.000    0.000    0.000    0.000 _jit_internal.py:385(_parameter_list)
        1    0.000    0.000    0.000    0.000 typing.py:1630(_ProtocolMeta)
        1    0.000    0.000    0.000    0.000 typing.py:1749(Iterator)
        1    0.000    0.000    0.000    0.000 typing.py:1821(Collection)
        1    0.000    0.000    0.000    0.000 typing.py:1855(MutableMapping)
        1    0.000    0.000    0.000    0.000 typing.py:1893(Deque)
        1    0.000    0.000    0.000    0.000 typing.py:1903(Set)
        1    0.000    0.000    0.000    0.000 typing.py:1914(FrozenSet)
        1    0.000    0.000    0.000    0.000 typing.py:2060(Generator)
        1    0.000    0.000    0.000    0.000 activation.py:101(RReLU)
        1    0.000    0.000    0.000    0.000 loss.py:8(_Loss)
        1    0.000    0.000    0.000    0.000 loss.py:216(PoissonNLLLoss)
        1    0.000    0.000    0.000    0.000 loss.py:604(HingeEmbeddingLoss)
        1    0.000    0.000    0.000    0.000 loss.py:1058(MultiMarginLoss)
        1    0.000    0.000    0.000    0.000 loss.py:1120(TripletMarginLoss)
        1    0.000    0.000    0.000    0.000 pooling.py:489(AvgPool2d)
        1    0.000    0.000    0.000    0.000 pooling.py:638(FractionalMaxPool2d)
        1    0.000    0.000    0.000    0.000 pooling.py:754(_LPPoolNd)
        1    0.000    0.000    0.000    0.000 anomaly_mode.py:79(set_detect_anomaly)
        1    0.000    0.000    0.000    0.000 normalization.py:55(CrossMapLRN2d)
        1    0.000    0.000    0.000    0.000 padding.py:72(ConstantPad2d)
        1    0.000    0.000    0.000    0.000 rnn.py:870(LSTMCell)
        1    0.000    0.000    0.000    0.000 fused.py:5(ConvReLU2d)
        1    0.000    0.000    0.000    0.000 __init__.py:1040(ScriptWarning)
        1    0.000    0.000    0.000    0.000 __init__.py:41(PropModule)
        1    0.000    0.000    0.000    0.000 __init__.py:240(FilterDescriptor)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:692(CosineAnnealingWarmRestarts)
        1    0.000    0.000    0.000    0.000 reductions.py:54(_after_fork)
        1    0.000    0.000    0.000    0.000 __init__.py:17(ExportTypes)
        1    0.000    0.000    0.000    0.000 zipfile.py:740(_Tellable)
        1    0.000    0.000    0.000    0.000 request.py:1500(FTPHandler)
        1    0.000    0.000    0.000    0.000 client.py:1426(HTTPException)
        1    0.000    0.000    0.000    0.000 client.py:1482(LineTooLong)
        1    0.000    0.000    0.000    0.000 parser.py:80(BytesParser)
        1    0.000    0.000    0.000    0.000 errors.py:33(MessageDefect)
        1    0.000    0.000    0.000    0.000 errors.py:93(NonPrintableDefect)
        1    0.000    0.000    0.000    0.000 response.py:68(addinfourl)
        1    0.000    0.000    0.000    0.000 nturl2path.py:1(<module>)
        1    0.000    0.000    0.000    0.000 constraints.py:235(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:13(cuFFTPlanCacheAttrContextProp)
        1    0.000    0.000    0.000    0.000 __init__.py:87(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:26(_QEngineProp)
        1    0.000    0.000    0.000    0.000 stubs.py:21(DeQuantStub)
        1    0.000    0.000    0.000    0.000 QConfig.py:41(QConfigDynamic)
        1    0.000    0.000    0.000    0.000 dataset.py:216(ChainDataset)
        1    0.000    0.000    0.000    0.000 _classes.py:3(_Classes)
        1    0.000    0.000    0.000    0.000 resnet.py:75(Bottleneck)
        1    0.000    0.000    0.000    0.000 resnet.py:118(ResNet)
        1    0.000    0.000    0.000    0.000 squeezenet.py:14(Fire)
        1    0.000    0.000    0.000    0.000 densenet.py:29(_DenseLayer)
        1    0.000    0.000    0.000    0.000 mobilenet.py:33(ConvBNReLU)
        1    0.000    0.000    0.000    0.000 mobilenet.py:43(InvertedResidual)
        1    0.000    0.000    0.000    0.000 mobilenet.py:72(MobileNetV2)
        1    0.000    0.000    0.000    0.000 mnasnet.py:23(_InvertedResidual)
        1    0.000    0.000    0.000    0.000 misc.py:30(Conv2d)
        1    0.000    0.000    0.000    0.000 backbone_utils.py:10(BackboneWithFPN)
        1    0.000    0.000    0.000    0.000 mask_rcnn.py:220(MaskRCNNHeads)
        1    0.000    0.000    0.000    0.000 keypoint_rcnn.py:18(KeypointRCNN)
        1    0.000    0.000    0.000    0.000 resnet.py:37(Conv2Plus1D)
        1    0.000    0.000    0.000    0.000 folder.py:177(ImageFolder)
        1    0.000    0.000    0.000    0.000 transforms.py:82(ToTensor)
        1    0.000    0.000    0.000    0.000 transforms.py:224(CenterCrop)
        1    0.000    0.000    0.000    0.000 transforms.py:517(RandomVerticalFlip)
        1    0.000    0.000    0.000    0.000 imp.py:107(<listcomp>)
        1    0.000    0.000    0.000    0.000 rendering.py:208(LineStyle)
        1    0.000    0.000    0.000    0.000 rendering.py:269(Compound)
        1    0.000    0.000    0.000    0.000 rendering.py:279(PolyLine)
        1    0.000    0.000    0.000    0.000 lib.py:76(c_void)
        1    0.000    0.000    0.000    0.000 types.py:65(c_void)
        1    0.000    0.000    0.000    0.000 types.py:140(<listcomp>)
        1    0.000    0.000    0.000    0.000 types.py:452(RAWHID)
        1    0.000    0.000    0.000    0.000 wglext_arb.py:325(struct__GPU_DEVICE)
        1    0.000    0.000    0.000    0.000 __init__.py:199(ImageMouseCursor)
        1    0.000    0.000    0.000    0.000 __init__.py:739(exclude_local_folder_imports)
        1    0.000    0.000    0.000    0.000 clock.py:906(ClockDisplay)
        1    0.000    0.000    0.000    0.000 lib.py:82(_TraceLibrary)
        1    0.000    0.000    0.000    0.000 lib.py:288(LinuxLibraryLoader)
        1    0.000    0.000    0.000    0.000 resource.py:104(ResourceNotFoundException)
        1    0.000    0.000    0.000    0.000 resource.py:220(FileLocation)
        1    0.000    0.000    0.000    0.000 dds.py:230(get_decoders)
        1    0.000    0.000    0.000    0.000 com.py:144(InterfaceMetaclass)
        1    0.000    0.000    0.000    0.000 pil.py:87(PILImageEncoder)
        1    0.000    0.000    0.000    0.000 png.py:1314(Image)
        1    0.000    0.000    0.000    0.000 bmp.py:120(RGBFields)
        1    0.000    0.000    0.000    0.000 os.py:1067(__subclasshook__)
