         2719936 function calls (2672071 primitive calls) in 31.928 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        6    0.000    0.000    0.000    0.000 __init__.py:52(__new__)
        5    0.000    0.000    0.014    0.003 __init__.py:2(<module>)
       82    0.000    0.000    0.000    0.000 _base.py:2500(_get_axis_list)
        1    0.000    0.000    0.000    0.000 normalization.py:160(GroupNorm)
      109    0.000    0.000    0.000    0.000 deprecation.py:117(deprecated)
      116    0.000    0.000    0.000    0.000 pyparsing.py:2529(__str__)
       32    0.000    0.000    0.000    0.000 _base.py:3050(xaxis_inverted)
        1    0.000    0.000    0.000    0.000 video_recorder.py:237(ImageEncoder)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1245(IPv4Address)
       35    0.000    0.000    0.000    0.000 __init__.py:219(_acquireLock)
       22    0.000    0.000    0.000    0.000 artist.py:20(allow_rasterization)
       58    0.000    0.000    0.000    0.000 __init__.py:1695(__init__)
      145    0.000    0.000    0.000    0.000 compat.py:75(<genexpr>)
       69    0.000    0.000    0.000    0.000 typing.py:1033(_abc_negative_cache_version)
        1    0.000    0.000    0.000    0.000 _version.py:18(NumpyVersion)
       16    0.000    0.000    0.000    0.000 {built-in method _has_compatible_shallow_copy_type}
       17    0.000    0.000    0.002    0.000 __init__.py:3546(blank)
        1    0.000    0.000    0.001    0.001 random.py:38(<module>)
       17    0.000    0.000    0.000    0.000 transforms.py:395(width)
        1    0.000    0.000    0.003    0.003 pathlib.py:1(<module>)
        1    0.000    0.000    0.094    0.094 colorbar.py:20(<module>)
       17    0.000    0.000    0.000    0.000 backend_bases.py:1254(__init__)
      102    0.000    0.000    0.000    0.000 spines.py:205(get_path)
       60    0.000    0.000    0.002    0.000 <__array_function__ internals>:2(linspace)
      124    0.000    0.000    0.000    0.000 __init__.py:592(<listcomp>)
        2    0.000    0.000    0.018    0.009 __init__.py:45(<module>)
      403    0.000    0.000    0.000    0.000 {method 'span' of '_sre.SRE_Match' objects}
       24    0.000    0.000    0.000    0.000 dviread.py:154(decorate)
       30    0.000    0.000    0.000    0.000 warnings.py:468(__exit__)
        3    0.000    0.000    0.000    0.000 six.py:848(wrapper)
        1    0.000    0.000    0.010    0.010 textpath.py:1(<module>)
        8    0.000    0.000    0.000    0.000 frontend.py:562(build_SliceExpr)
       19    0.000    0.000    0.000    0.000 enum.py:135(<dictcomp>)
       15    0.000    0.000    0.000    0.000 __init__.py:740(remove)
       81    0.000    0.000    0.000    0.000 typing.py:1039(_abc_negative_cache_version)
        1    0.000    0.000    0.026    0.026 pyplot.py:182(switch_backend)
        1    0.000    0.000    0.000    0.000 model.py:1(<module>)
       78    0.000    0.000    0.000    0.000 typing.py:1107(<genexpr>)
        2    0.000    0.000    0.000    0.000 getlimits.py:398(_init)
       16    0.000    0.000    0.000    0.000 inspect.py:2992(bind)
        1    0.000    0.000    0.000    0.000 gradcheck.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:50(<module>)
       58    0.000    0.000    0.000    0.000 codecs.py:318(decode)
       16    0.000    0.000    0.957    0.060 __init__.py:1175(update)
        1    0.000    0.000    0.000    0.000 umath.py:7(<module>)
      136    0.000    0.000    0.000    0.000 fromnumeric.py:1970(_clip_dispatcher)
       64    0.000    0.000    0.000    0.000 transforms.py:1260(_iter_break_from_left_to_right)
        2    0.000    0.000    0.013    0.006 conv.py:2(<module>)
        5    0.000    0.000    0.000    0.000 __init__.py:147(add_decoders)
       16    0.000    0.000    0.001    0.000 __init__.py:758(after_idle)
       88    0.000    0.000    0.000    0.000 six.py:141(__init__)
       54    0.000    0.000    0.003    0.000 inspect.py:2811(from_callable)
        1    0.000    0.000    0.000    0.000 quoprimime.py:27(<module>)
      190    0.000    0.000    0.000    0.000 scale.py:60(limit_range_for_scale)
        6    0.000    0.000    0.000    0.000 base.py:87(__init__)
       27    0.000    0.000    0.000    0.000 base.py:178(__init__)
       81    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
       56    0.000    0.000    0.002    0.000 pyparsing.py:3883(<listcomp>)
       24    0.000    0.000    0.000    0.000 utils.py:95(__init__)
       32    0.000    0.000    0.000    0.000 _base.py:3450(yaxis_inverted)
        1    0.000    0.000    0.001    0.001 png.py:183(<module>)
     20/6    0.000    0.000    0.001    0.000 pyparsing.py:4441(parseImpl)
        1    0.000    0.000    0.000    0.000 __init__.py:738(<dictcomp>)
       16    0.000    0.000    0.000    0.000 pyplot.py:3067(ylabel)
       19    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:232(_requires_builtin_wrapper)
       21    0.000    0.000    0.000    0.000 pyparsing.py:3207(__str__)
        1    0.000    0.000    0.000    0.000 hmac.py:4(<module>)
      104    0.000    0.000    0.000    0.000 TiffTags.py:26(__new__)
      186    0.000    0.000    0.000    0.000 {built-in method torch._C.set_grad_enabled}
        1    0.000    0.000    0.000    0.000 core.py:2708(MaskedArray)
       34    0.000    0.000    0.000    0.000 transforms.py:297(y0)
       23    0.000    0.000    0.000    0.000 pathlib.py:631(_parse_args)
       20    0.000    0.000    0.001    0.000 pyparsing.py:4828(parseImpl)
        1    0.000    0.000    0.026    0.026 __init__.py:175(add_default_image_codecs)
      236    0.000    0.000    0.000    0.000 multiarray.py:635(result_type)
        1    0.000    0.000    0.000    0.000 parse.py:205(_NetlocResultMixinBytes)
      138    0.000    0.000    0.000    0.000 pyparsing.py:2434(setWhitespaceChars)
       17    0.000    0.000    0.000    0.000 cycler.py:55(_process_keys)
        1    0.000    0.000    0.002    0.002 pickle.py:24(<module>)
        6    0.000    0.000    0.000    0.000 patches.py:1853(_pprint_table)
       16    0.000    0.000    0.000    0.000 gridspec.py:306(<dictcomp>)
        3    0.000    0.000    0.001    0.000 __init__.py:1955(_get_builtin_table)
        1    0.000    0.000    0.000    0.000 rescale_action.py:1(<module>)
        1    0.000    0.000    0.006    0.006 axis.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:115(_add_aliases)
       16    0.000    0.000    0.000    0.000 gridspec.py:31(__init__)
        1    0.000    0.000    0.004    0.004 backend_bases.py:33(<module>)
        3    0.000    0.000    0.002    0.001 module.py:788(load_state_dict)
        7    0.000    0.000    0.000    0.000 typing.py:613(_remove_dups_flatten)
        1    0.000    0.000    0.002    0.002 twodim_base.py:3(<module>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2877(_SingleCharLiteral)
        1    0.000    0.000    0.000    0.000 font_manager.py:972(FontManager)
        9    0.000    0.000    0.000    0.000 typing.py:498(__init__)
       16    0.000    0.000    0.000    0.000 text.py:1027(set_fontsize)
        2    0.000    0.000    0.001    0.001 distributed.py:1(<module>)
      136    0.000    0.000    0.000    0.000 fromnumeric.py:1755(_nonzero_dispatcher)
        3    0.000    0.000    0.002    0.001 base.py:1(<module>)
       27    0.000    0.000    0.000    0.000 locale.py:612(getpreferredencoding)
     32/9    0.000    0.000    0.003    0.000 pyparsing.py:4447(leaveWhitespace)
       16    0.000    0.000    0.000    0.000 figure.py:1072(_make_key)
       53    0.000    0.000    0.000    0.000 typing.py:1047(_get_type_vars)
        1    0.000    0.000    0.001    0.001 parse.py:28(<module>)
       20    0.000    0.000    0.001    0.000 pyparsing.py:4667(parseImpl)
        1    0.000    0.000    0.000    0.000 figure.py:245(Figure)
       42    0.000    0.000    0.000    0.000 pyparsing.py:1311(wrapper)
        9    0.000    0.000    0.000    0.000 tokenize.py:355(detect_encoding)
       32    0.000    0.000    0.000    0.000 _base.py:3064(get_xbound)
       32    0.000    0.000    0.000    0.000 ntpath.py:545(abspath)
       84    0.000    0.000    0.000    0.000 overrides.py:94(set_module)
      182    0.000    0.000    0.000    0.000 {method 'capitalize' of 'str' objects}
        1    0.000    0.000    0.008    0.008 lines.py:4(<module>)
        1    0.000    0.000    0.001    0.001 nanfunctions.py:22(<module>)
        4    0.000    0.000    0.004    0.001 linear.py:79(reset_parameters)
        1    0.000    0.000    0.011    0.011 _pickle.py:1(<module>)
        1    0.000    0.000    0.000    0.000 colors.py:72(__init__)
      155    0.000    0.000    0.000    0.000 inspect.py:64(ismodule)
        1    0.000    0.000    0.000    0.000 __init__.py:992(<listcomp>)
        1    0.000    0.000    0.000    0.000 03_DQN_training.py:201(QValues)
        2    0.000    0.000    0.000    0.000 getlimits.py:239(_get_machar)
        1    0.000    0.000    0.001    0.001 polynomial.py:4(<module>)
        1    0.000    0.000    0.001    0.001 colors.py:60(<module>)
       12    0.000    0.000    0.000    0.000 version.py:307(parse)
      111    0.000    0.000    0.000    0.000 inspect.py:81(ismethod)
       16    0.000    0.000    0.000    0.000 module.py:137(register_parameter)
      176    0.000    0.000    0.000    0.000 numeric.py:2175(_isclose_dispatcher)
      136    0.000    0.000    0.000    0.000 fromnumeric.py:2426(_ptp_dispatcher)
       30    0.000    0.000    0.004    0.000 __init__.py:772(__init__)
       64    0.000    0.000    0.000    0.000 _base.py:2432(<listcomp>)
       64    0.000    0.000    0.000    0.000 _base.py:289(<genexpr>)
      124    0.000    0.000    0.000    0.000 axis.py:1462(<dictcomp>)
       16    0.000    0.000    0.000    0.000 _axes.py:223(set_xlabel)
        1    0.000    0.000    0.001    0.001 type_check.py:3(<module>)
       11    0.000    0.000    0.003    0.000 pyparsing.py:1893(parseString)
        2    0.000    0.000    0.000    0.000 backend_bases.py:1595(__init__)
        1    0.000    0.000    0.005    0.005 threading.py:1(<module>)
        2    0.000    0.000    0.000    0.000 annotations.py:137(get_type_line)
        1    0.000    0.000    0.001    0.001 connection.py:10(<module>)
       32    0.000    0.000    0.000    0.000 _base.py:3464(get_ybound)
        1    0.000    0.000    0.000    0.000 uniform.py:9(Uniform)
       45    0.000    0.000    0.000    0.000 pyparsing.py:1444(setName)
        1    0.000    0.000    0.000    0.000 commondialog.py:11(<module>)
       90    0.000    0.000    0.000    0.000 _inspect.py:133(strseq)
        1    0.000    0.000    0.044    0.044 contour.py:3(<module>)
        1    0.000    0.000    0.000    0.000 axis.py:34(Tick)
       15    0.000    0.000    0.000    0.000 rcsetup.py:960(validate_animation_writer_path)
       60    0.000    0.000    0.000    0.000 typing.py:866(_make_subclasshook)
        1    0.000    0.000    0.058    0.058 __init__.py:123(<module>)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
      171    0.000    0.000    0.000    0.000 socket.py:86(<lambda>)
        1    0.000    0.000    0.029    0.029 collections.py:10(<module>)
      224    0.000    0.000    0.000    0.000 patches.py:1864(<genexpr>)
        1    0.000    0.000    0.001    0.001 backend_bases.py:1314(__init__)
       31    0.000    0.000    0.000    0.000 _base.py:3027(set_axis_on)
       16    0.000    0.000    0.000    0.000 transforms.py:770(null)
       16    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(unravel_index)
        1    0.000    0.000    0.011    0.011 __init__.py:124(<module>)
      144    0.000    0.000    0.000    0.000 pyparsing.py:2581(__hash__)
       16    0.000    0.000    0.000    0.000 __init__.py:48(get_projection_class)
       16    0.000    0.000    0.000    0.000 frontend.py:442(<listcomp>)
        1    0.000    0.000    0.000    0.000 frontend.py:378(ExprBuilder)
       23    0.000    0.000    0.000    0.000 _collections_abc.py:664(__contains__)
        1    0.000    0.000    0.006    0.006 case.py:1(<module>)
       17    0.000    0.000    0.000    0.000 cycler.py:112(__init__)
        3    0.000    0.000    0.000    0.000 win32.py:232(set_vsync)
       16    0.000    0.000    0.000    0.000 _pylab_helpers.py:86(get_all_fig_managers)
        1    0.000    0.000    0.006    0.006 flickr.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _pocketfft.py:29(<module>)
      169    0.000    0.000    0.000    0.000 socket.py:76(<lambda>)
       16    0.000    0.000    0.000    0.000 figure.py:108(bubble)
      172    0.000    0.000    0.000    0.000 socket.py:91(<lambda>)
        1    0.000    0.000    0.000    0.000 pooling.py:1(<module>)
        1    0.000    0.000    0.003    0.003 base.py:117(__init__)
        2    0.000    0.000    0.001    0.000 activation.py:1(<module>)
        6    0.000    0.000    0.000    0.000 seeding.py:69(_bigint_from_bytes)
      170    0.000    0.000    0.000    0.000 socket.py:81(<lambda>)
       19    0.000    0.000    0.000    0.000 backend_bases.py:1225(__init__)
       93    0.000    0.000    0.000    0.000 traceback.py:243(__init__)
      204    0.000    0.000    0.000    0.000 patches.py:1857(<genexpr>)
        1    0.000    0.000    0.001    0.001 backend_bases.py:1822(enter_notify_event)
       57    0.000    0.000    0.000    0.000 __init__.py:19(__new__)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:79(bitname)
       89    0.000    0.000    0.000    0.000 docstring.py:101(do_copy)
       16    0.000    0.000    0.000    0.000 transforms.py:2616(__init__)
       16    0.000    0.000    0.000    0.000 figure.py:1934(sca)
        1    0.000    0.000    0.013    0.013 __init__.py:1079(script)
       86    0.000    0.000    0.000    0.000 rcsetup.py:215(validate_int)
      140    0.000    0.000    0.000    0.000 rcsetup.py:416(validate_string)
        1    0.000    0.000    0.000    0.000 path.py:451(contains_point)
        1    0.000    0.000    0.000    0.000 wintypes.py:143(WIN32_FIND_DATAA)
       86    0.000    0.000    0.000    0.000 typing.py:518(_get_type_vars)
        1    0.000    0.000    0.002    0.002 QConfig.py:1(<module>)
       32    0.000    0.000    0.000    0.000 _base.py:299(_setdefaults)
        1    0.000    0.000    0.001    0.001 __init__.py:38(<module>)
       20    0.000    0.000    0.000    0.000 pyparsing.py:1852(resetCache)
        5    0.000    0.000    0.000    0.000 threading.py:74(RLock)
      125    0.000    0.000    0.000    0.000 artist.py:1171(mouseover)
        6    0.000    0.000    0.000    0.000 win32.py:98(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method nt.scandir}
       16    0.000    0.000    0.000    0.000 pyparsing.py:4259(__str__)
       18    0.000    0.000    0.001    0.000 pyparsing.py:4760(parseImpl)
       85    0.000    0.000    0.000    0.000 figure.py:80(<listcomp>)
        1    0.000    0.000    0.000    0.000 argparse.py:962(_AppendConstAction)
        1    0.000    0.000    0.000    0.000 _cm.py:7(<module>)
        1    0.000    0.000    0.010    0.010 _jit_internal.py:5(<module>)
        1    0.000    0.000    0.000    0.000 profiler.py:7(cudaOutputMode)
        1    0.000    0.000    0.000    0.000 traceback.py:386(format)
      186    0.000    0.000    0.000    0.000 {method 'ljust' of 'str' objects}
       19    0.000    0.000    0.000    0.000 pathlib.py:998(__new__)
        1    0.000    0.000    0.053    0.053 __init__.py:2003(__init__)
        1    0.000    0.000    0.000    0.000 zipfile.py:5(<module>)
        5    0.000    0.000    0.000    0.000 weakref.py:445(keys)
        4    0.000    0.000    0.000    0.000 __init__.py:1046(_event_getminmaxinfo)
        1    0.000    0.000    0.001    0.001 fontconfig_pattern.py:65(__init__)
        1    0.000    0.000    0.000    0.000 process.py:10(<module>)
        1    0.000    0.000    0.001    0.001 ticker.py:165(<module>)
       71    0.000    0.000    0.000    0.000 text.py:226(_get_multialignment)
        1    0.000    0.000    0.019    0.019 client.py:69(<module>)
        1    0.000    0.000    0.000    0.000 backend_managers.py:1(<module>)
       15    0.000    0.000    0.000    0.000 copyreg.py:96(_slotnames)
        1    0.000    0.000    0.000    0.000 colorbar.py:312(_ColorbarMappableDummy)
        7    0.000    0.000    0.000    0.000 _parser.py:315(_convert)
        1    0.000    0.000    0.009    0.009 artist.py:1(<module>)
        1    0.000    0.000    0.000    0.000 opcode.py:5(<module>)
       19    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:728(create_module)
       30    0.000    0.000    0.000    0.000 warnings.py:428(__init__)
        6    0.000    0.000    0.000    0.000 gl_info.py:170(<listcomp>)
      282    0.000    0.000    0.000    0.000 pyparsing.py:3126(<genexpr>)
        1    0.000    0.000    0.000    0.000 dviread.py:172(Dvi)
        1    0.000    0.000    0.000    0.000 axis.py:679(Axis)
        2    0.000    0.000    0.000    0.000 __init__.py:268(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:195(_sanity_check)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:9(<listcomp>)
        3    0.000    0.000    0.008    0.003 misc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:593(_ReducedHCT_Element)
      175    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
       66    0.000    0.000    0.000    0.000 __init__.py:85(__hash__)
        1    0.000    0.000    0.005    0.005 voc.py:1(<module>)
        8    0.000    0.000    0.002    0.000 __init__.py:415(__getattr__)
        1    0.000    0.000    0.001    0.001 dis.py:1(<module>)
       34    0.000    0.000    0.000    0.000 figure.py:1675(<genexpr>)
       10    0.000    0.000    0.009    0.001 __init__.py:3540(__init__)
        1    0.000    0.000    0.004    0.004 default_mappings.py:2(<module>)
        1    0.000    0.000    0.004    0.004 video.py:1(<module>)
       30    0.000    0.000    0.002    0.000 rcsetup.py:477(validate_font_properties)
       47    0.000    0.000    0.000    0.000 pyparsing.py:2878(parseImpl)
        1    0.000    0.000    0.001    0.001 patches.py:3151(ArrowStyle)
        2    0.000    0.000    0.000    0.000 __init__.py:17(_get_running_interactive_framework)
       16    0.000    0.000    0.000    0.000 pyparsing.py:4217(__init__)
      215    0.000    0.000    0.000    0.000 typing.py:975(<genexpr>)
       33    0.000    0.000    0.000    0.000 __init__.py:76(__init__)
        6    0.000    0.000    0.000    0.000 deprecation.py:354(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:96(Win32Window)
      252    0.000    0.000    0.000    0.000 multiarray.py:469(can_cast)
        1    0.000    0.000    0.030    0.030 faster_rcnn.py:1(<module>)
       71    0.000    0.000    0.000    0.000 __init__.py:1673(<lambda>)
       36    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:908(__init__)
       96    0.000    0.000    0.000    0.000 enum.py:822(_high_bit)
        1    0.000    0.000    0.065    0.065 _subplots.py:1(<module>)
        1    0.000    0.000    0.002    0.002 serialization.py:1(<module>)
        1    0.000    0.000    0.027    0.027 hub.py:1(<module>)
        8    0.000    0.000    0.000    0.000 core.py:8063(getdoc)
       35    0.000    0.000    0.000    0.000 __init__.py:685(__init__)
        1    0.000    0.000    0.000    0.000 textpath.py:19(TextToPath)
       19    0.000    0.000    0.000    0.000 enum.py:65(__init__)
        3    0.000    0.000    0.000    0.000 threading.py:334(notify)
        1    0.000    0.000    0.000    0.000 laguerre.py:60(<module>)
        9    0.000    0.000    0.000    0.000 warnings.py:159(_add_filter)
        1    0.000    0.000    0.000    0.000 {built-in method _socket.gethostname}
        7    0.000    0.000    0.006    0.001 six.py:91(__get__)
       38    0.000    0.000    0.000    0.000 colors.py:825(__init__)
        1    0.000    0.000    0.002    0.002 legend.py:22(<module>)
        1    0.000    0.000    0.000    0.000 fractions.py:60(Fraction)
        4    0.000    0.000    0.000    0.000 {method 'fill_' of 'torch._C._TensorBase' objects}
       10    0.000    0.000    0.001    0.000 utils.py:6(parse)
        6    0.000    0.000    0.000    0.000 init.py:32(calculate_gain)
      102    0.000    0.000    0.000    0.000 sre_compile.py:102(fixup)
        1    0.000    0.000    0.000    0.000 machar.py:7(<module>)
        1    0.000    0.000    0.000    0.000 image.py:177(_ImageBase)
        1    0.000    0.000    0.001    0.001 tarfile.py:30(<module>)
        1    0.000    0.000    0.000    0.000 annotations.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:24(<module>)
       98    0.000    0.000    0.000    0.000 pyparsing.py:2535(streamline)
        1    0.000    0.000    0.000    0.000 markers.py:165(MarkerStyle)
       24    0.000    0.000    0.000    0.000 tokenize.py:148(<listcomp>)
       31    0.000    0.000    0.000    0.000 figure.py:101(<dictcomp>)
        1    0.000    0.000    0.002    0.002 uuid.py:45(<module>)
        2    0.000    0.000    0.004    0.002 __init__.py:2470(_create)
       33    0.000    0.000    0.000    0.000 pyparsing.py:4227(<genexpr>)
       28    0.000    0.000    0.000    0.000 functools.py:448(lru_cache)
       60    0.000    0.000    0.000    0.000 function_base.py:20(_index_deprecate)
       32    0.000    0.000    0.000    0.000 figure.py:157(__call__)
       81    0.000    0.000    0.000    0.000 os.py:728(check_str)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:5(<module>)
    34/26    0.000    0.000    0.000    0.000 pyparsing.py:4067(__str__)
        1    0.000    0.000    0.000    0.000 __init__.py:1287(_getints)
       84    0.000    0.000    0.000    0.000 overrides.py:105(decorator)
        1    0.000    0.000    0.001    0.001 lib.py:37(<module>)
       20    0.000    0.000    0.000    0.000 deprecation.py:226(finalize)
      158    0.000    0.000    0.000    0.000 pyparsing.py:4007(<genexpr>)
       72    0.000    0.000    0.000    0.000 kl.py:37(register_kl)
        2    0.000    0.000    0.010    0.005 __init__.py:10(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1253(Logger)
       26    0.000    0.000    0.000    0.000 pathlib.py:136(splitroot)
       17    0.000    0.000    0.000    0.000 _internal.py:305(data)
      192    0.000    0.000    0.000    0.000 transforms.py:1273(depth)
        1    0.000    0.000    0.000    0.000 filedialog.py:13(<module>)
       46    0.000    0.000    0.000    0.000 docstring.py:43(update)
        1    0.000    0.000    0.001    0.001 wintypes.py:2(<module>)
        1    0.000    0.000    0.006    0.006 context.py:1(<module>)
       60    0.000    0.000    0.000    0.000 numeric.py:1782(isscalar)
        2    0.000    0.000    0.000    0.000 glob.py:114(_iterdir)
        1    0.000    0.000    0.000    0.000 encoder.py:2(<module>)
        1    0.000    0.000    0.000    0.000 ast.py:26(<module>)
        1    0.000    0.000    0.001    0.001 arraysetops.py:27(<module>)
       17    0.000    0.000    0.000    0.000 transforms.py:287(x0)
       16    0.000    0.000    0.000    0.000 _axes.py:256(set_ylabel)
        1    0.000    0.000    0.000    0.000 pickle.py:181(<listcomp>)
       25    0.000    0.000    0.000    0.000 rcsetup.py:316(<listcomp>)
       16    0.000    0.000    0.000    0.000 pyparsing.py:3179(parseImpl)
        3    0.000    0.000    0.000    0.000 batchnorm.py:87(_load_from_state_dict)
      141    0.000    0.000    0.000    0.000 textwrap.py:476(predicate)
       16    0.000    0.000    0.000    0.000 gridspec.py:427(__init__)
        1    0.000    0.000    0.007    0.007 _internal.py:6(<module>)
        3    0.000    0.000    0.000    0.000 win32.py:14(enum_proc)
        2    0.000    0.000    0.000    0.000 core.py:2929(__array_finalize__)
      138    0.000    0.000    0.000    0.000 cycler.py:212(<genexpr>)
       27    0.000    0.000    0.000    0.000 module.py:962(named_children)
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:861(_find_spec_legacy)
        6    0.000    0.000    0.000    0.000 threading.py:215(__init__)
       24    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
       28    0.000    0.000    0.000    0.000 rcsetup.py:46(__init__)
        2    0.000    0.000    0.000    0.000 _subplots.py:202(subplot_class_factory)
        1    0.000    0.000    0.000    0.000 Image.py:3135(Exif)
        3    0.000    0.000    0.007    0.002 win32.py:20(match)
        1    0.000    0.000    0.000    0.000 __init__.py:279(BaseWindow)
        2    0.000    0.000    0.000    0.000 base.py:348(on_window_close)
       34    0.000    0.000    0.000    0.000 lines.py:1445(is_dashed)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:154(_add_integer_aliases)
       49    0.000    0.000    0.000    0.000 pyparsing.py:591(__getitem__)
        1    0.000    0.000    0.006    0.006 _parser.py:30(<module>)
        2    0.000    0.000    0.001    0.000 profiler.py:1(<module>)
        7    0.000    0.000    0.000    0.000 getlimits.py:497(__init__)
        1    0.000    0.000    0.000    0.000 cm.py:100(<dictcomp>)
       25    0.000    0.000    0.000    0.000 text.py:348(<listcomp>)
       37    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
       17    0.000    0.000    0.000    0.000 cycler.py:468(cycler)
        1    0.000    0.000    0.000    0.000 reductions.py:346(init_reductions)
       47    0.000    0.000    0.000    0.000 ipaddress.py:158(_split_optional_netmask)
        6    0.000    0.000    0.000    0.000 patches.py:1864(<listcomp>)
        3    0.000    0.000    0.000    0.000 __init__.py:1340(nametowidget)
       30    0.000    0.000    0.000    0.000 getlimits.py:27(_fr1)
        1    0.000    0.000    0.000    0.000 histograms.py:3(<module>)
        4    0.000    0.000    0.000    0.000 inspect.py:680(getsourcefile)
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._init_names}
        1    0.000    0.000    0.007    0.007 quantize.py:1(<module>)
       19    0.000    0.000    0.000    0.000 pathlib.py:651(_from_parts)
        1    0.000    0.000    0.000    0.000 getlimits.py:3(<module>)
        1    0.000    0.000    0.006    0.006 platform.py:10(<module>)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1596(_make_netmask)
       72    0.000    0.000    0.000    0.000 kl.py:68(decorator)
        3    0.000    0.000    0.008    0.003 __init__.py:64(get_display)
        1    0.000    0.000    0.002    0.002 clock.py:140(<module>)
       51    0.000    0.000    0.000    0.000 _base.py:576(get_window_extent)
  113/105    0.000    0.000    0.001    0.000 __init__.py:270(wrapper)
       34    0.000    0.000    0.000    0.000 _base.py:1219(get_aspect)
        4    0.000    0.000    0.000    0.000 typing.py:732(__new__)
       36    0.000    0.000    0.000    0.000 __init__.py:190(_checkLevel)
      198    0.000    0.000    0.000    0.000 rcsetup.py:51(func)
        1    0.000    0.000    0.000    0.000 calendar.py:6(<module>)
        2    0.000    0.000    0.000    0.000 resnet.py:1(<module>)
       16    0.000    0.000    0.000    0.000 pyparsing.py:850(__iadd__)
     23/7    0.000    0.000    0.000    0.000 pyparsing.py:4466(streamline)
        1    0.000    0.000    0.000    0.000 lines.py:204(Line2D)
       12    0.000    0.000    0.000    0.000 weakref.py:406(__setitem__)
        1    0.000    0.000    0.001    0.001 TiffTags.py:20(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:83(<listcomp>)
        1    0.000    0.000    0.001    0.001 cartpole.py:56(__init__)
       68    0.000    0.000    0.000    0.000 axis.py:1340(<listcomp>)
       34    0.000    0.000    0.000    0.000 __init__.py:1212(bind)
        1    0.000    0.000    0.000    0.000 error.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:51(<module>)
       16    0.000    0.000    0.000    0.000 text.py:1044(set_fontweight)
       16    0.000    0.000    0.000    0.000 _base.py:898(set_axes_locator)
       35    0.000    0.000    0.000    0.000 __init__.py:228(_releaseLock)
       32    0.000    0.000    0.000    0.000 _base.py:2185(use_sticky_edges)
        1    0.000    0.000    0.000    0.000 __init__.py:242(_read_environment)
        1    0.000    0.000    0.002    0.002 hashlib.py:54(<module>)
        9    0.000    0.000    0.002    0.000 fontconfig_pattern.py:113(parse)
        1    0.000    0.000    0.003    0.003 financial.py:12(<module>)
        1    0.000    0.000    0.000    0.000 pyplot.py:1760(get_plot_commands)
        1    0.000    0.000    0.000    0.000 backend_tools.py:12(<module>)
       50    0.000    0.000    0.000    0.000 figure.py:504(get_constrained_layout)
       27    0.000    0.000    0.000    0.000 typing.py:654(_check_generic)
        1    0.000    0.000    0.003    0.003 __init__.py:8(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:1019(_event_setfocus)
        4    0.000    0.000    0.000    0.000 core.py:122(doc_note)
        2    0.000    0.000    0.000    0.000 random.py:87(__init__)
        1    0.000    0.000    0.005    0.005 reduction.py:10(<module>)
       16    0.000    0.000    0.000    0.000 pyparsing.py:2276(__or__)
       25    0.000    0.000    0.000    0.000 pyparsing.py:4822(__init__)
       56    0.000    0.000    0.000    0.000 patches.py:1961(_register_style)
       28    0.000    0.000    0.000    0.000 ntpath.py:309(expanduser)
        1    0.000    0.000    0.000    0.000 <string>:5(Box)
        1    0.000    0.000    0.009    0.009 backend_bases.py:2623(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:291(Variable)
        1    0.000    0.000    0.000    0.000 util.py:10(<module>)
        2    0.000    0.000    0.000    0.000 conv.py:48(reset_parameters)
        1    0.000    0.000    0.000    0.000 __init__.py:259(_reset_cache)
