         2135722 function calls (2096018 primitive calls) in 12.126 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 generalized_rcnn.py:4(<module>)
       35    0.000    0.000    0.000    0.000 __init__.py:685(__init__)
        1    0.000    0.000    0.000    0.000 figure.py:168(__init__)
      104    0.000    0.000    0.000    0.000 ssl.py:144(<lambda>)
        1    0.000    0.000    0.000    0.000 dict.py:1(<module>)
        3    0.000    0.000    0.000    0.000 weakref.py:165(__setitem__)
      257    0.000    0.000    0.000    0.000 hmac.py:10(<genexpr>)
      104    0.000    0.000    0.000    0.000 fromnumeric.py:2426(_ptp_dispatcher)
        1    0.000    0.000    0.000    0.000 twodim_base.py:154(eye)
       32    0.000    0.000    0.000    0.000 {method 'is_floating_point' of 'torch._C._TensorBase' objects}
        1    0.000    0.000    0.000    0.000 _cm.py:160(<dictcomp>)
        2    0.000    0.000    0.000    0.000 core.py:6499(__init__)
       89    0.000    0.000    0.000    0.000 docstring.py:101(do_copy)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:3(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:1012(RandomAffine)
       27    0.000    0.000    0.000    0.000 __init__.py:250(_event_wrapper)
       84    0.000    0.000    0.000    0.000 overrides.py:105(decorator)
        1    0.000    0.000    0.000    0.000 _polybase.py:19(ABCPolyBase)
       48    0.000    0.000    0.000    0.000 pyparsing.py:4015(<genexpr>)
        1    0.000    0.000    0.000    0.000 _ops.py:70(_Ops)
       12    0.000    0.000    0.000    0.000 _collections_abc.py:271(__subclasshook__)
        1    0.000    0.000    0.000    0.000 03_DQN_training.py:65(__init__)
        1    0.000    0.000    0.000    0.000 shared_memory.py:1(<module>)
      132    0.000    0.000    0.000    0.000 numeric.py:2175(_isclose_dispatcher)
       78    0.000    0.000    0.000    0.000 spines.py:205(get_path)
        1    0.000    0.000    0.000    0.000 box.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gray_scale_observation.py:1(<module>)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3756(__init__)
       25    0.000    0.000    0.000    0.000 ipaddress.py:476(_prefix_from_prefix_string)
        1    0.000    0.000    0.000    0.000 continuous_mountain_car.py:15(<module>)
        1    0.000    0.000    0.000    0.000 tuple.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hooks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 multivariate_normal.py:78(MultivariateNormal)
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._init_names}
        1    0.000    0.000    0.000    0.000 pin_memory.py:6(<module>)
       34    0.000    0.000    0.000    0.000 _add_newdocs.py:6710(<genexpr>)
        1    0.000    0.000    0.000    0.000 flatten_observation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 triangulation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _util.py:1(<module>)
       12    0.000    0.000    0.000    0.000 sre_parse.py:257(getwhile)
        1    0.000    0.000    0.000    0.000 __init__.py:1034(winfo_pointerxy)
        8    0.000    0.000    0.000    0.000 __init__.py:251(_logged_cached)
       93    0.000    0.000    0.000    0.000 artist.py:1171(mouseover)
        1    0.000    0.000    0.000    0.000 wintypes.py:155(WIN32_FIND_DATAW)
        1    0.000    0.000    0.000    0.000 roi_align.py:13(_RoIAlignFunction)
        1    0.000    0.000    0.000    0.000 transform_reward.py:1(<module>)
      138    0.000    0.000    0.000    0.000 cycler.py:212(<genexpr>)
        3    0.000    0.000    0.000    0.000 weakref.py:480(pop)
        2    0.000    0.000    0.000    0.000 platform.py:1257(python_implementation)
        1    0.000    0.000    0.000    0.000 tarfile.py:275(TarError)
        1    0.000    0.000    0.000    0.000 lowrank_multivariate_normal.py:46(LowRankMultivariateNormal)
        1    0.000    0.000    0.000    0.000 atomic_write.py:3(<module>)
       36    0.000    0.000    0.000    0.000 _string_helpers.py:16(english_lower)
        1    0.000    0.000    0.000    0.000 transform_observation.py:1(<module>)
        2    0.000    0.000    0.000    0.000 os.py:720(<lambda>)
        2    0.000    0.000    0.000    0.000 sre_compile.py:381(_bytes_to_codes)
      257    0.000    0.000    0.000    0.000 hmac.py:11(<genexpr>)
       54    0.000    0.000    0.000    0.000 six.py:177(_add_module)
        1    0.000    0.000    0.000    0.000 log.py:1(<module>)
       24    0.000    0.000    0.000    0.000 traceback.py:273(__getitem__)
        1    0.000    0.000    0.000    0.000 multi_discrete.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tz.py:1470(__get_gettz)
        6    0.000    0.000    0.000    0.000 gl_info.py:170(<listcomp>)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:29(<module>)
        1    0.000    0.000    0.000    0.000 record_episode_statistics.py:1(<module>)
        1    0.000    0.000    0.000    0.000 discrete.py:1(<module>)
        1    0.000    0.000    0.000    0.000 types.py:247(BITMAPINFO)
        1    0.000    0.000    0.000    0.000 distributed.py:33(DistributedDataParallel)
        1    0.000    0.000    0.000    0.000 Image.py:531(Image)
        3    0.000    0.000    0.000    0.000 datetime.py:1389(__new__)
       13    0.000    0.000    0.000    0.000 _internal.py:305(data)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1858(enablePackrat)
        1    0.000    0.000    0.000    0.000 bernoulli.py:10(Bernoulli)
        2    0.000    0.000    0.000    0.000 rendering.py:295(__init__)
        1    0.000    0.000    0.000    0.000 async_vector_env.py:19(AsyncState)
        1    0.000    0.000    0.000    0.000 fuse_modules.py:1(<module>)
        1    0.000    0.000    0.000    0.000 multi_binary.py:1(<module>)
       12    0.000    0.000    0.000    0.000 gridspec.py:427(__init__)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:154(_add_integer_aliases)
        9    0.000    0.000    0.000    0.000 fontconfig_pattern.py:144(_families)
        1    0.000    0.000    0.000    0.000 image_list.py:2(<module>)
        1    0.000    0.000    0.000    0.000 fnmatch.py:74(translate)
        1    0.000    0.000    0.000    0.000 transforms.py:213(ComposeTransform)
        1    0.000    0.000    0.000    0.000 {built-in method winreg.ConnectRegistry}
        1    0.000    0.000    0.000    0.000 {built-in method time.localtime}
        1    0.000    0.000    0.000    0.000 pyparsing.py:6778(Japanese)
        1    0.000    0.000    0.000    0.000 flatten.py:1(<module>)
        3    0.000    0.000    0.000    0.000 threading.py:334(notify)
       28    0.000    0.000    0.000    0.000 signal.py:10(<lambda>)
        1    0.000    0.000    0.000    0.000 _iotools.py:499(StringConverter)
        3    0.000    0.000    0.000    0.000 result.py:12(failfast)
       26    0.000    0.000    0.000    0.000 _base.py:909(get_axes_locator)
       48    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        5    0.000    0.000    0.000    0.000 __init__.py:163(add_encoders)
       25    0.000    0.000    0.000    0.000 __init__.py:76(__init__)
        1    0.000    0.000    0.000    0.000 uu.py:31(<module>)
        1    0.000    0.000    0.000    0.000 mathtext.py:1077(StandardPsFonts)
        4    0.000    0.000    0.000    0.000 __init__.py:88(add)
        1    0.000    0.000    0.000    0.000 pickle.py:986(_Unpickler)
      118    0.000    0.000    0.000    0.000 opcode.py:39(def_op)
       54    0.000    0.000    0.000    0.000 __init__.py:338(_merge)
        1    0.000    0.000    0.000    0.000 _common.py:149(_tzinfo)
       19    0.000    0.000    0.000    0.000 typing.py:168(__new__)
        1    0.000    0.000    0.000    0.000 ImageStat.py:24(<module>)
        1    0.000    0.000    0.000    0.000 _add_newdocs.py:6668(numeric_type_aliases)
       20    0.000    0.000    0.000    0.000 deprecation.py:207(_deprecated_property)
        4    0.000    0.000    0.000    0.000 fontconfig_pattern.py:152(_property)
        1    0.000    0.000    0.000    0.000 _parser.py:1379(_result)
      144    0.000    0.000    0.000    0.000 transforms.py:1273(depth)
        2    0.000    0.000    0.000    0.000 __init__.py:1340(nametowidget)
       12    0.000    0.000    0.000    0.000 rcsetup.py:67(_listify_validator)
        1    0.000    0.000    0.000    0.000 ssl.py:376(Purpose)
        1    0.000    0.000    0.000    0.000 contextlib.py:48(__call__)
        2    0.000    0.000    0.000    0.000 platform.py:1150(_sys_version)
        3    0.000    0.000    0.000    0.000 rcsetup.py:284(validate_toolbar)
        1    0.000    0.000    0.000    0.000 collections.py:869(PathCollection)
       11    0.000    0.000    0.000    0.000 init.py:429(_make_deprecate)
        1    0.000    0.000    0.000    0.000 __init__.py:2512(delete)
        3    0.000    0.000    0.000    0.000 pyparsing.py:5143(__init__)
        3    0.000    0.000    0.000    0.000 pyparsing.py:2418(suppress)
       75    0.000    0.000    0.000    0.000 typing.py:931(<genexpr>)
        1    0.000    0.000    0.000    0.000 typing.py:907(GenericMeta)
       39    0.000    0.000    0.000    0.000 axis.py:1855(get_label_position)
     23/9    0.000    0.000    0.000    0.000 module.py:1009(named_modules)
       12    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _common.py:3(<module>)
       12    0.000    0.000    0.000    0.000 _collections_abc.py:349(__subclasshook__)
       23    0.000    0.000    0.000    0.000 figure.py:101(<dictcomp>)
       24    0.000    0.000    0.000    0.000 _base.py:2185(use_sticky_edges)
        1    0.000    0.000    0.000    0.000 fractions.py:60(Fraction)
        5    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
       37    0.000    0.000    0.000    0.000 codecs.py:259(__init__)
        1    0.000    0.000    0.000    0.000 _version.py:20(get_versions)
        2    0.000    0.000    0.000    0.000 cm.py:77(<listcomp>)
        8    0.000    0.000    0.000    0.000 typing.py:206(__new__)
        1    0.000    0.000    0.000    0.000 dirichlet.py:15(_Dirichlet)
        4    0.000    0.000    0.000    0.000 function_base.py:2031(__init__)
        8    0.000    0.000    0.000    0.000 {built-in method nt.urandom}
        5    0.000    0.000    0.000    0.000 rcsetup.py:328(__call__)
        4    0.000    0.000    0.000    0.000 uuid.py:106(__init__)
        1    0.000    0.000    0.000    0.000 ImageOps.py:20(<module>)
      135    0.000    0.000    0.000    0.000 six.py:88(__init__)
       18    0.000    0.000    0.000    0.000 deprecation.py:193(finalize)
        1    0.000    0.000    0.000    0.000 __init__.py:960(__init__)
        1    0.000    0.000    0.000    0.000 image.py:177(_ImageBase)
        1    0.000    0.000    0.000    0.000 binomial.py:13(Binomial)
        1    0.000    0.000    0.000    0.000 categorical.py:8(Categorical)
        1    0.000    0.000    0.000    0.000 observer.py:173(MinMaxObserver)
       24    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        1    0.000    0.000    0.000    0.000 patches.py:610(Shadow)
       46    0.000    0.000    0.000    0.000 text.py:226(_get_multialignment)
        3    0.000    0.000    0.000    0.000 figure.py:898(<genexpr>)
        3    0.000    0.000    0.000    0.000 pathlib.py:390(_wrap_binary_strfunc)
       12    0.000    0.000    0.000    0.000 pathlib.py:674(_format_parsed_parts)
        1    0.000    0.000    0.000    0.000 _storage_docs.py:20(add_docstr_all)
        1    0.000    0.000    0.000    0.000 collections.py:1090(BrokenBarHCollection)
        1    0.000    0.000    0.000    0.000 transforms.py:1147(Grayscale)
        3    0.000    0.000    0.000    0.000 glob.py:145(has_magic)
        2    0.000    0.000    0.000    0.000 __init__.py:180(_remove_proxy)
        1    0.000    0.000    0.000    0.000 collections.py:1652(CircleCollection)
        1    0.000    0.000    0.000    0.000 time_limit.py:1(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:1054(Wedge)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        1    0.000    0.000    0.000    0.000 _video_opt.py:1(<module>)
        1    0.000    0.000    0.000    0.000 types.py:255(LOGFONT)
        1    0.000    0.000    0.000    0.000 types.py:330(MONITORINFOEX)
        2    0.000    0.000    0.000    0.000 core.py:2903(_update_from)
        1    0.000    0.000    0.000    0.000 decorators.py:15(<module>)
       38    0.000    0.000    0.000    0.000 figure.py:504(get_constrained_layout)
       39    0.000    0.000    0.000    0.000 _base.py:576(get_window_extent)
        1    0.000    0.000    0.000    0.000 ezpickle.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:757(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1231(_gen_rcb)
        6    0.000    0.000    0.000    0.000 QConfig.py:24(__new__)
       12    0.000    0.000    0.000    0.000 re.py:249(escape)
        1    0.000    0.000    0.000    0.000 patches.py:957(Polygon)
        2    0.000    0.000    0.000    0.000 _jit_internal.py:19(createResolutionCallback)
       99    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
       92    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 _dtype.py:5(<module>)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:69(_from_ctypes_scalar)
       37    0.000    0.000    0.000    0.000 __init__.py:22(<genexpr>)
        1    0.000    0.000    0.000    0.000 typing.py:1298(CallableMeta)
        4    0.000    0.000    0.000    0.000 random.py:680(getrandbits)
        1    0.000    0.000    0.000    0.000 __init__.py:1085(__init__)
       13    0.000    0.000    0.000    0.000 transforms.py:287(x0)
        1    0.000    0.000    0.000    0.000 typing.py:1245(TupleMeta)
        1    0.000    0.000    0.000    0.000 patches.py:1528(Circle)
       52    0.000    0.000    0.000    0.000 axis.py:1340(<listcomp>)
        1    0.000    0.000    0.000    0.000 tarfile.py:284(CompressionError)
       41    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
       53    0.000    0.000    0.000    0.000 enum.py:181(<genexpr>)
        1    0.000    0.000    0.000    0.000 _asarray.py:5(<module>)
        1    0.000    0.000    0.000    0.000 case.py:44(_Outcome)
       42    0.000    0.000    0.000    0.000 pyparsing.py:1553(<genexpr>)
        1    0.000    0.000    0.000    0.000 _factories.py:26(__init__)
       92    0.000    0.000    0.000    0.000 typing.py:1096(__hash__)
        1    0.000    0.000    0.000    0.000 frontend.py:378(ExprBuilder)
        1    0.000    0.000    0.000    0.000 pprint.py:98(PrettyPrinter)
       34    0.000    0.000    0.000    0.000 module.py:588(remove_from)
       28    0.000    0.000    0.000    0.000 typing.py:646(<genexpr>)
        3    0.000    0.000    0.000    0.000 ufunclike.py:43(_fix_out_named_y)
       93    0.000    0.000    0.000    0.000 artist.py:352(is_transform_set)
       50    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {built-in method winreg.OpenKeyEx}
        1    0.000    0.000    0.000    0.000 patches.py:1416(CirclePolygon)
       26    0.000    0.000    0.000    0.000 _base.py:1219(get_aspect)
       48    0.000    0.000    0.000    0.000 _base.py:2432(<listcomp>)
        1    0.000    0.000    0.000    0.000 ImageMode.py:17(<module>)
       26    0.000    0.000    0.000    0.000 event.py:162(register_event_type)
        1    0.000    0.000    0.000    0.000 {method 'dot' of 'numpy.ndarray' objects}
       10    0.000    0.000    0.000    0.000 rcsetup.py:235(validate_fonttype)
        1    0.000    0.000    0.000    0.000 _namedtensor_internals.py:1(<module>)
        4    0.000    0.000    0.000    0.000 weakref.py:354(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:40(_parse_env)
       35    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
       16    0.000    0.000    0.000    0.000 _add_newdocs.py:6669(type_aliases_gen)
        1    0.000    0.000    0.000    0.000 {built-in method winreg.OpenKey}
        1    0.000    0.000    0.000    0.000 pyparsing.py:3652(__init__)
        8    0.000    0.000    0.000    0.000 pyparsing.py:1780(clear)
       26    0.000    0.000    0.000    0.000 lines.py:1445(is_dashed)
       47    0.000    0.000    0.000    0.000 ipaddress.py:607(__init__)
        3    0.000    0.000    0.000    0.000 win32.py:191(__init__)
       60    0.000    0.000    0.000    0.000 _collections_abc.py:392(__subclasshook__)
        1    0.000    0.000    0.000    0.000 pathlib.py:602(PurePath)
       20    0.000    0.000    0.000    0.000 mixins.py:20(_binary_method)
        2    0.000    0.000    0.000    0.000 random.py:87(__init__)
       14    0.000    0.000    0.000    0.000 backend_bases.py:1225(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:1992(wm_withdraw)
        2    0.000    0.000    0.000    0.000 base.py:108(get_gl_attributes)
        7    0.000    0.000    0.000    0.000 rcsetup.py:263(validate_backend)
       64    0.000    0.000    0.000    0.000 figure.py:80(<listcomp>)
        1    0.000    0.000    0.000    0.000 figure.py:1882(_set_artist_props)
        2    0.000    0.000    0.000    0.000 __init__.py:106(__len__)
        1    0.000    0.000    0.000    0.000 re.py:314(_compile_repl)
        2    0.000    0.000    0.000    0.000 threading.py:498(__init__)
        1    0.000    0.000    0.000    0.000 grad.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pyplot.py:82(install_repl_displayhook)
        1    0.000    0.000    0.000    0.000 typing.py:835(_Optional)
       10    0.000    0.000    0.000    0.000 weakref.py:288(update)
        1    0.000    0.000    0.000    0.000 polynomial.py:1442(Polynomial)
        1    0.000    0.000    0.000    0.000 tz.py:41(tzutc)
       29    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
       24    0.000    0.000    0.000    0.000 patches.py:1862(<genexpr>)
        1    0.000    0.000    0.000    0.000 calendar.py:50(_localized_month)
        1    0.000    0.000    0.000    0.000 __init__.py:1754(Wm)
       78    0.000    0.000    0.000    0.000 typing.py:984(<genexpr>)
        1    0.000    0.000    0.000    0.000 bezier.py:147(BezierSegment)
       12    0.000    0.000    0.000    0.000 inspect.py:2591(__init__)
        8    0.000    0.000    0.000    0.000 _jit_internal.py:122(boolean_dispatch)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3563(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:252(BboxBase)
        1    0.000    0.000    0.000    0.000 backend_bases.py:150(__init__)
       20    0.000    0.000    0.000    0.000 frontend.py:426(get_char)
       95    0.000    0.000    0.000    0.000 pyparsing.py:283(<genexpr>)
        1    0.000    0.000    0.000    0.000 rrule.py:1305(rruleset)
        1    0.000    0.000    0.000    0.000 __init__.py:1055(winfo_rootx)
        6    0.000    0.000    0.000    0.000 _exceptions.py:17(_display_as_base)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3969(And)
        1    0.000    0.000    0.000    0.000 __init__.py:1287(_getints)
        4    0.000    0.000    0.000    0.000 _collections_abc.py:252(__subclasshook__)
        1    0.000    0.000    0.000    0.000 _dtype_ctypes.py:24(<module>)
        1    0.000    0.000    0.000    0.000 fusion.py:2(<module>)
       15    0.000    0.000    0.000    0.000 rcsetup.py:307(<listcomp>)
       12    0.000    0.000    0.000    0.000 gridspec.py:144(_normalize)
       20    0.000    0.000    0.000    0.000 tokenize.py:112(group)
        1    0.000    0.000    0.000    0.000 argparse.py:150(HelpFormatter)
        1    0.000    0.000    0.000    0.000 mathtext.py:3310(MathTextParser)
       12    0.000    0.000    0.000    0.000 __init__.py:21(get_projection_class)
        1    0.000    0.000    0.000    0.000 nccl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 debug.py:1(<module>)
       71    0.000    0.000    0.000    0.000 reduction.py:43(register)
       48    0.000    0.000    0.000    0.000 _base.py:376(<genexpr>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1860(IPv6Address)
       36    0.000    0.000    0.000    0.000 gridspec.py:53(get_geometry)
        1    0.000    0.000    0.000    0.000 quiver.py:255(QuiverKey)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:95(_add_types)
       46    0.000    0.000    0.000    0.000 text.py:253(get_rotation_mode)
        3    0.000    0.000    0.000    0.000 base.py:256(<lambda>)
        2    0.000    0.000    0.000    0.000 {method 'getvar' of '_tkinter.tkapp' objects}
       52    0.000    0.000    0.000    0.000 ticker.py:1654(tick_values)
        1    0.000    0.000    0.000    0.000 __init__.py:1107(winfo_toplevel)
        1    0.000    0.000    0.000    0.000 backend_agg.py:61(RendererAgg)
        6    0.000    0.000    0.000    0.000 rendering.py:199(set_scale)
        6    0.000    0.000    0.000    0.000 base.py:322(__init__)
       42    0.000    0.000    0.000    0.000 pyparsing.py:694(haskeys)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4909(__init__)
        2    0.000    0.000    0.000    0.000 decoder.py:283(__init__)
        1    0.000    0.000    0.000    0.000 clip_grad.py:1(<module>)
        2    0.000    0.000    0.000    0.000 base.py:115(<listcomp>)
       52    0.000    0.000    0.000    0.000 shape_base.py:78(_atleast_2d_dispatcher)
        1    0.000    0.000    0.000    0.000 __init__.py:21(__deprecated_private_func)
        1    0.000    0.000    0.000    0.000 rnn.py:17(RNNBase)
        1    0.000    0.000    0.000    0.000 base.py:27(__init__)
        1    0.000    0.000    0.000    0.000 sre_parse.py:876(parse_template)
        5    0.000    0.000    0.000    0.000 threading.py:74(RLock)
        1    0.000    0.000    0.000    0.000 random.py:96(seed)
        1    0.000    0.000    0.000    0.000 __init__.py:309(AbstractImage)
        5    0.000    0.000    0.000    0.000 datetime.py:279(_check_date_fields)
        1    0.000    0.000    0.000    0.000 enum.py:850(<listcomp>)
        1    0.000    0.000    0.000    0.000 patches.py:932(PathPatch)
        1    0.000    0.000    0.000    0.000 patches.py:2747(_Base)
        9    0.000    0.000    0.000    0.000 typing.py:800(<genexpr>)
        2    0.000    0.000    0.000    0.000 linear.py:6(Linear)
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
        1    0.000    0.000    0.000    0.000 os.py:704(setdefault)
       14    0.000    0.000    0.000    0.000 _string_helpers.py:72(english_capitalize)
        7    0.000    0.000    0.000    0.000 core.py:2551(_arraymethod)
       71    0.000    0.000    0.000    0.000 pyparsing.py:2425(leaveWhitespace)
        1    0.000    0.000    0.000    0.000 typing.py:2137(__new__)
        8    0.000    0.000    0.000    0.000 _torch_docs.py:21(<listcomp>)
        1    0.000    0.000    0.000    0.000 figure.py:512(set_constrained_layout)
        3    0.000    0.000    0.000    0.000 win32.py:28(__init__)
       56    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
        1    0.000    0.000    0.000    0.000 dviread.py:758(PsfontsMap)
        3    0.000    0.000    0.000    0.000 base.py:283(attach)
        2    0.000    0.000    0.000    0.000 __init__.py:85(__init__)
        2    0.000    0.000    0.000    0.000 {method 'newbyteorder' of 'numpy.generic' objects}
      138    0.000    0.000    0.000    0.000 pyparsing.py:1635(postParse)
       72    0.000    0.000    0.000    0.000 ipaddress.py:417(_check_int_address)
       12    0.000    0.000    0.000    0.000 weakref.py:406(__setitem__)
        1    0.000    0.000    0.000    0.000 threading.py:512(set)
       79    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 os.py:44(<listcomp>)
        2    0.000    0.000    0.000    0.000 {built-in method numpy.zeros}
        1    0.000    0.000    0.000    0.000 argparse.py:1054(_SubParsersAction)
        1    0.000    0.000    0.000    0.000 spaces.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:721(Bbox)
        8    0.000    0.000    0.000    0.000 fontconfig_pattern.py:138(_name)
        9    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 traceback.py:367(from_list)
        1    0.000    0.000    0.000    0.000 tripcolor.py:1(<module>)
        6    0.000    0.000    0.000    0.000 __init__.py:1237(_rcb)
       12    0.000    0.000    0.000    0.000 __init__.py:342(_FuncPtr)
       12    0.000    0.000    0.000    0.000 _pylab_helpers.py:116(<listcomp>)
       10    0.000    0.000    0.000    0.000 six.py:184(find_module)
        5    0.000    0.000    0.000    0.000 pyparsing.py:4766(__str__)
        1    0.000    0.000    0.000    0.000 __init__.py:3076(Text)
        1    0.000    0.000    0.000    0.000 ipaddress.py:598(_BaseNetwork)
        1    0.000    0.000    0.000    0.000 tz.py:132(tzoffset)
        1    0.000    0.000    0.000    0.000 tarfile.py:727(TarInfo)
        2    0.000    0.000    0.000    0.000 __init__.py:800(createLock)
        1    0.000    0.000    0.000    0.000 roi_pool.py:13(_RoIPoolFunction)
        3    0.000    0.000    0.000    0.000 six.py:159(_resolve)
        1    0.000    0.000    0.000    0.000 process.py:62(BaseProcess)
        1    0.000    0.000    0.000    0.000 colorbar.py:356(ColorbarBase)
        1    0.000    0.000    0.000    0.000 {built-in method torch._C.merge_type_from_type_comment}
        1    0.000    0.000    0.000    0.000 conv.py:18(Conv2d)
        1    0.000    0.000    0.000    0.000 ssl.py:721(SSLSocket)
        2    0.000    0.000    0.000    0.000 __init__.py:752(_addHandlerRef)
        3    0.000    0.000    0.000    0.000 rcsetup.py:976(validate_webagg_address)
       12    0.000    0.000    0.000    0.000 _base.py:3933(set_navigate_mode)
       24    0.000    0.000    0.000    0.000 __init__.py:3503(__str__)
        2    0.000    0.000    0.000    0.000 charset.py:211(__init__)
        9    0.000    0.000    0.000    0.000 observer.py:24(_with_args)
       13    0.000    0.000    0.000    0.000 backend_bases.py:1646(is_saving)
        1    0.000    0.000    0.000    0.000 client.py:107(<dictcomp>)
       58    0.000    0.000    0.000    0.000 pyparsing.py:640(__bool__)
        1    0.000    0.000    0.000    0.000 tarfile.py:1385(TarFile)
       16    0.000    0.000    0.000    0.000 _jit_internal.py:179(export)
       27    0.000    0.000    0.000    0.000 pathlib.py:119(<genexpr>)
        9    0.000    0.000    0.000    0.000 pyparsing.py:4643(__str__)
       12    0.000    0.000    0.000    0.000 figure.py:1075(fixitems)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        4    0.000    0.000    0.000    0.000 pyparsing.py:600(__setitem__)
       89    0.000    0.000    0.000    0.000 docstring.py:99(copy)
       33    0.000    0.000    0.000    0.000 cm.py:40(_reverser)
        1    0.000    0.000    0.000    0.000 __init__.py:342(set)
        1    0.000    0.000    0.000    0.000 rnn.py:385(LSTM)
       15    0.000    0.000    0.000    0.000 enum.py:337(__members__)
        1    0.000    0.000    0.000    0.000 _internal.py:241(_missing_ctypes)
       14    0.000    0.000    0.000    0.000 pyparsing.py:3215(charsAsStr)
        2    0.000    0.000    0.000    0.000 pyparsing.py:3790(__init__)
       48    0.000    0.000    0.000    0.000 transforms.py:2075(inverted)
        2    0.000    0.000    0.000    0.000 textpath.py:25(__init__)
        1    0.000    0.000    0.000    0.000 tight_layout.py:10(<module>)
        1    0.000    0.000    0.000    0.000 tz.py:386(tzfile)
        4    0.000    0.000    0.000    0.000 legend_handler.py:179(__init__)
        1    0.000    0.000    0.000    0.000 reductions.py:44(__init__)
        1    0.000    0.000    0.000    0.000 request.py:324(Request)
        8    0.000    0.000    0.000    0.000 _torch_docs.py:22(<listcomp>)
       12    0.000    0.000    0.000    0.000 _base.py:3917(set_navigate)
       94    0.000    0.000    0.000    0.000 ipaddress.py:550(__int__)
        1    0.000    0.000    0.000    0.000 win32.py:141(Win32CanvasConfigARB)
        1    0.000    0.000    0.000    0.000 defchararray.py:1810(chararray)
        1    0.000    0.000    0.000    0.000 calendar.py:52(<listcomp>)
        7    0.000    0.000    0.000    0.000 legend_handler.py:134(__init__)
       37    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        5    0.000    0.000    0.000    0.000 datetime.py:292(_check_time_fields)
        2    0.000    0.000    0.000    0.000 datetime.py:1059(__new__)
       66    0.000    0.000    0.000    0.000 pyparsing.py:4027(<genexpr>)
        1    0.000    0.000    0.000    0.000 rnn.py:24(RNNBase)
        1    0.000    0.000    0.000    0.000 request.py:1664(URLopener)
        1    0.000    0.000    0.000    0.000 distribution.py:7(Distribution)
        8    0.000    0.000    0.000    0.000 {method 'clear' of 'collections.OrderedDict' objects}
        9    0.000    0.000    0.000    0.000 {built-in method builtins.round}
        1    0.000    0.000    0.000    0.000 defmatrix.py:74(matrix)
        1    0.000    0.000    0.000    0.000 context.py:30(BaseContext)
        8    0.000    0.000    0.000    0.000 rrule.py:76(<genexpr>)
       91    0.000    0.000    0.000    0.000 typing.py:139(__init__)
       28    0.000    0.000    0.000    0.000 {built-in method _tkinter._flatten}
       69    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
