         2135722 function calls (2096018 primitive calls) in 12.126 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      273    0.000    0.000    0.002    0.000 function_base.py:441(add_newdoc)
      280    0.002    0.000    0.002    0.000 {method 'numpy' of 'torch._C._TensorBase' objects}
     1072    0.001    0.000    0.002    0.000 lib.py:108(errcheck_glbegin)
        2    0.000    0.000    0.002    0.001 frontend.py:194(build_def)
        1    0.001    0.001    0.002    0.002 __init__.py:36(<module>)
     2480    0.002    0.000    0.002    0.000 {method 'expandtabs' of 'str' objects}
        1    0.000    0.000    0.002    0.002 dviread.py:18(<module>)
     1545    0.001    0.000    0.002    0.000 lines.py:1038(set_antialiased)
      436    0.001    0.000    0.002    0.000 module.py:587(__setattr__)
       23    0.000    0.000    0.002    0.000 overrides.py:200(decorator)
      344    0.002    0.000    0.002    0.000 {method 'round' of 'numpy.ndarray' objects}
      937    0.001    0.000    0.002    0.000 __init__.py:1373(is_math_text)
       35    0.000    0.000    0.002    0.000 _base.py:812(_update_transScale)
        1    0.000    0.000    0.002    0.002 _ops.py:83(load_library)
        9    0.000    0.000    0.002    0.000 tokenize.py:355(detect_encoding)
      210    0.000    0.000    0.002    0.000 axis.py:1556(set_units)
        9    0.002    0.000    0.002    0.000 {method 'readlines' of '_io._IOBase' objects}
     1569    0.001    0.000    0.002    0.000 lines.py:635(axes)
      358    0.000    0.000    0.002    0.000 transforms.py:1748(frozen)
       30    0.000    0.000    0.002    0.000 rcsetup.py:477(validate_font_properties)
       12    0.000    0.000    0.002    0.000 backend_agg.py:267(clear)
      362    0.000    0.000    0.002    0.000 re.py:184(sub)
       16    0.000    0.000    0.002    0.000 rcsetup.py:794(cycler)
        9    0.000    0.000    0.002    0.000 fontconfig_pattern.py:113(parse)
        1    0.000    0.000    0.002    0.002 base.py:117(__init__)
        4    0.000    0.000    0.002    0.000 conv.py:323(__init__)
        1    0.000    0.000    0.002    0.002 _pocketfft.py:29(<module>)
      284    0.000    0.000    0.002    0.000 __init__.py:1657(safe_first_element)
       12    0.002    0.000    0.002    0.000 {method 'clear' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
      464    0.000    0.000    0.002    0.000 axis.py:1881(getter)
       53    0.002    0.000    0.002    0.000 {method 'eq' of 'torch._C._TensorBase' objects}
        1    0.000    0.000    0.002    0.002 pyplot.py:2024(_setup_pyplot_info_docstrings)
    99/87    0.000    0.000    0.002    0.000 transforms.py:1691(__eq__)
      392    0.000    0.000    0.002    0.000 units.py:122(is_numlike)
      268    0.001    0.000    0.002    0.000 fromnumeric.py:603(transpose)
        1    0.000    0.000    0.002    0.002 message.py:5(<module>)
        1    0.000    0.000    0.002    0.002 __init__.py:24(<module>)
      912    0.002    0.000    0.002    0.000 {built-in method matplotlib._path.affine_transform}
      806    0.001    0.000    0.002    0.000 font_manager.py:1081(<listcomp>)
        1    0.000    0.000    0.002    0.002 api.py:1(<module>)
        1    0.000    0.000    0.002    0.002 tokenize.py:21(<module>)
        1    0.000    0.000    0.002    0.002 uuid.py:45(<module>)
     1614    0.002    0.000    0.002    0.000 {built-in method _thread.allocate_lock}
   390/90    0.000    0.000    0.002    0.000 transforms.py:2328(_invalidate_internal)
        1    0.000    0.000    0.002    0.002 type_check.py:3(<module>)
        2    0.000    0.000    0.002    0.001 frontend.py:126(build_stmts)
       12    0.000    0.000    0.002    0.000 tokenize.py:379(read_or_stop)
        2    0.000    0.000    0.002    0.001 frontend.py:127(<listcomp>)
       12    0.002    0.000    0.002    0.000 {method 'readline' of '_io.BufferedReader' objects}
   248/34    0.000    0.000    0.002    0.000 frontend.py:181(__call__)
       74    0.000    0.000    0.002    0.000 transforms.py:280(__array__)
      740    0.000    0.000    0.002    0.000 transforms.py:2047(transform)
       12    0.000    0.000    0.002    0.000 gridspec.py:86(get_grid_positions)
     6277    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap>:222(_verbose_message)
      142    0.000    0.000    0.002    0.000 ticker.py:1526(nonsingular)
      268    0.002    0.000    0.002    0.000 {built-in method numpy.frombuffer}
   114/56    0.000    0.000    0.002    0.000 pyparsing.py:3952(<listcomp>)
        2    0.000    0.000    0.002    0.001 shape_base.py:1(<module>)
       56    0.000    0.000    0.002    0.000 pyparsing.py:3883(<listcomp>)
        1    0.000    0.000    0.002    0.002 lib_wgl.py:36(<module>)
        1    0.000    0.000    0.002    0.002 spawn.py:1(<module>)
      890    0.001    0.000    0.002    0.000 {built-in method builtins.all}
      104    0.000    0.000    0.002    0.000 <__array_function__ internals>:2(ptp)
        3    0.000    0.000    0.002    0.001 base.py:1(<module>)
        1    0.000    0.000    0.002    0.002 video_recorder.py:1(<module>)
      600    0.000    0.000    0.002    0.000 transforms.py:2375(transform_non_affine)
        1    0.000    0.000    0.002    0.002 utils.py:5(<module>)
      436    0.002    0.000    0.002    0.000 transforms.py:2867(_interval_contains_close)
      804    0.001    0.000    0.002    0.000 Image.py:591(__exit__)
      507    0.001    0.000    0.002    0.000 axis.py:198(_set_labelrotation)
       31    0.000    0.000    0.002    0.000 frontend.py:281(build_Assign)
       87    0.000    0.000    0.002    0.000 transforms.py:1783(transform_point)
       10    0.000    0.000    0.002    0.000 pyparsing.py:3122(__init__)
        1    0.000    0.000    0.002    0.002 core.py:21(<module>)
       47    0.000    0.000    0.002    0.000 transforms.py:916(intervalx)
    13234    0.002    0.000    0.002    0.000 {method 'rstrip' of 'str' objects}
      605    0.002    0.000    0.002    0.000 {method 'to' of 'torch._C._TensorBase' objects}
        1    0.000    0.000    0.002    0.002 dates.py:134(<module>)
      804    0.002    0.000    0.002    0.000 Image.py:547(__init__)
     1782    0.001    0.000    0.002    0.000 font_manager.py:1233(<genexpr>)
      192    0.000    0.000    0.002    0.000 lines.py:724(_get_transformed_path)
     1423    0.002    0.000    0.002    0.000 __init__.py:484(cast)
       24    0.000    0.000    0.002    0.000 transforms.py:1307(contains_branch_seperately)
      224    0.001    0.000    0.002    0.000 random.py:173(randrange)
        1    0.000    0.000    0.002    0.002 segmentation.py:1(<module>)
       26    0.000    0.000    0.002    0.000 _base.py:1446(apply_aspect)
       24    0.000    0.000    0.002    0.000 _base.py:241(_xy_from_xy)
      280    0.001    0.000    0.001    0.000 axis.py:1653(set_minor_locator)
     2882    0.001    0.000    0.001    0.000 font_manager.py:928(_normalize_font_family)
      859    0.001    0.000    0.001    0.000 registration.py:39(__init__)
        1    0.000    0.000    0.001    0.001 polynomial.py:57(<module>)
     1104    0.000    0.000    0.001    0.000 text.py:1089(set_x)
        1    0.000    0.000    0.001    0.001 pickle.py:24(<module>)
      280    0.000    0.000    0.001    0.000 axis.py:1603(set_major_formatter)
        1    0.000    0.000    0.001    0.001 win.py:8(<module>)
       72    0.000    0.000    0.001    0.000 genericpath.py:27(isfile)
        8    0.000    0.000    0.001    0.000 __init__.py:415(__getattr__)
     1545    0.001    0.000    0.001    0.000 lines.py:1213(set_markeredgecolor)
        1    0.000    0.000    0.001    0.001 parse.py:28(<module>)
     3225    0.001    0.000    0.001    0.000 {built-in method _ctypes.POINTER}
        1    0.000    0.000    0.001    0.001 decoder.py:2(<module>)
       24    0.000    0.000    0.001    0.000 transforms.py:1287(contains_branch)
       32    0.001    0.000    0.001    0.000 {built-in method builtins.dir}
     1878    0.001    0.000    0.001    0.000 artist.py:373(get_transform)
        1    0.000    0.000    0.001    0.001 fractions.py:4(<module>)
        1    0.000    0.000    0.001    0.001 fontconfig_pattern.py:65(__init__)
      190    0.000    0.000    0.001    0.000 lines.py:709(_transform_path)
2066/1145    0.001    0.000    0.001    0.000 transforms.py:2357(<lambda>)
      268    0.001    0.000    0.001    0.000 Image.py:461(_getencoder)
     1452    0.001    0.000    0.001    0.000 {method 'rsplit' of 'str' objects}
      130    0.000    0.000    0.001    0.000 text.py:1078(set_position)
      220    0.000    0.000    0.001    0.000 {method 'min' of 'numpy.ndarray' objects}
      104    0.000    0.000    0.001    0.000 fromnumeric.py:2430(ptp)
      280    0.000    0.000    0.001    0.000 axis.py:1619(set_minor_formatter)
      134    0.001    0.000    0.001    0.000 {method 't' of 'torch._C._TensorBase' objects}
      127    0.000    0.000    0.001    0.000 transforms.py:2258(get_matrix)
     1545    0.001    0.000    0.001    0.000 lines.py:1050(set_color)
        1    0.000    0.000    0.001    0.001 mlab.py:54(<module>)
      532    0.001    0.000    0.001    0.000 {method 'zero_' of 'torch._C._TensorBase' objects}
        1    0.000    0.000    0.001    0.001 bz2.py:5(<module>)
        1    0.000    0.000    0.001    0.001 glob.py:1(<module>)
      278    0.001    0.000    0.001    0.000 _ufunc_config.py:39(seterr)
        1    0.000    0.000    0.001    0.001 lsun.py:1(<module>)
        1    0.000    0.000    0.001    0.001 clock.py:140(<module>)
      606    0.000    0.000    0.001    0.000 axis.py:792(get_transform)
        1    0.000    0.000    0.001    0.001 twodim_base.py:3(<module>)
     3821    0.001    0.000    0.001    0.000 {method 'update' of 'dict' objects}
        1    0.000    0.000    0.001    0.001 decimal.py:2(<module>)
        1    0.000    0.000    0.001    0.001 data_parallel.py:1(<module>)
     1042    0.000    0.000    0.001    0.000 text.py:1100(set_y)
      926    0.001    0.000    0.001    0.000 ntpath.py:122(splitdrive)
       52    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(vstack)
      268    0.001    0.000    0.001    0.000 {method 'encode' of 'ImagingEncoder' objects}
      410    0.001    0.000    0.001    0.000 {method 'round' of 'numpy.generic' objects}
      215    0.000    0.000    0.001    0.000 patches.py:277(_set_edgecolor)
        1    0.000    0.000    0.001    0.001 colors.py:60(<module>)
        8    0.000    0.000    0.001    0.000 utils.py:1(<module>)
      323    0.001    0.000    0.001    0.000 {method 'findall' of '_sre.SRE_Pattern' objects}
      800    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:176(cb)
     1977    0.001    0.000    0.001    0.000 {built-in method builtins.max}
      252    0.001    0.000    0.001    0.000 03_DQN_training.py:105(get_exploration_rate)
      614    0.001    0.000    0.001    0.000 _inspect.py:67(getargs)
       69    0.001    0.000    0.001    0.000 {built-in method zeros}
      251    0.000    0.000    0.001    0.000 text.py:232(get_rotation)
      498    0.000    0.000    0.001    0.000 lines.py:953(_get_markerfacecolor)
       12    0.000    0.000    0.001    0.000 axis.py:1935(_get_label)
        1    0.000    0.000    0.001    0.001 simpledialog.py:24(<module>)
        1    0.000    0.000    0.001    0.001 spawn.py:7(<module>)
      658    0.000    0.000    0.001    0.000 scale.py:101(get_transform)
       12    0.000    0.000    0.001    0.000 _base.py:604(set_figure)
        1    0.001    0.001    0.001    0.001 s3tc.py:39(<module>)
     3975    0.001    0.000    0.001    0.000 artist.py:199(axes)
       53    0.001    0.000    0.001    0.000 {built-in method torch._C._nn.mse_loss}
       53    0.000    0.000    0.001    0.000 __init__.py:20(_make_grads)
        1    0.000    0.000    0.001    0.001 util.py:55(find_library)
        1    0.000    0.000    0.001    0.001 ImageEnhance.py:21(<module>)
      107    0.000    0.000    0.001    0.000 transforms.py:2275(blended_transform_factory)
      220    0.000    0.000    0.001    0.000 _methods.py:32(_amin)
        1    0.000    0.000    0.001    0.001 tarfile.py:30(<module>)
      804    0.001    0.000    0.001    0.000 Image.py:2451(_check_size)
      409    0.000    0.000    0.001    0.000 _methods.py:47(_all)
        1    0.000    0.000    0.001    0.001 subprocess.py:42(<module>)
      245    0.000    0.000    0.001    0.000 enum.py:797(__or__)
       74    0.000    0.000    0.001    0.000 transforms.py:778(from_bounds)
      507    0.000    0.000    0.001    0.000 artist.py:893(set_alpha)
     2275    0.001    0.000    0.001    0.000 text.py:1136(set_text)
 1032/990    0.001    0.000    0.001    0.000 typing.py:1164(__setattr__)
     2705    0.001    0.000    0.001    0.000 sre_parse.py:171(append)
     5234    0.001    0.000    0.001    0.000 {method 'rpartition' of 'str' objects}
      462    0.000    0.000    0.001    0.000 ticker.py:568(fix_minus)
      498    0.000    0.000    0.001    0.000 transforms.py:2133(<lambda>)
      166    0.000    0.000    0.001    0.000 markers.py:321(get_transform)
      104    0.001    0.000    0.001    0.000 _methods.py:228(_ptp)
       13    0.000    0.000    0.001    0.000 __init__.py:3546(blank)
      536    0.001    0.000    0.001    0.000 Image.py:838(load)
     1011    0.001    0.000    0.001    0.000 {method 'astype' of 'numpy.ndarray' objects}
       26    0.000    0.000    0.001    0.000 text.py:219(_get_xy_display)
       12    0.000    0.000    0.001    0.000 axis.py:2225(_get_label)
      463    0.000    0.000    0.001    0.000 ntpath.py:67(isabs)
        1    0.000    0.000    0.001    0.001 pyparsing.py:5824(makeHTMLTags)
        1    0.000    0.000    0.001    0.001 pyparsing.py:5787(_makeTags)
      268    0.001    0.000    0.001    0.000 {built-in method from_buffer}
     1620    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:416(parent)
      268    0.001    0.000    0.001    0.000 rendering.py:220(enable)
     1131    0.001    0.000    0.001    0.000 text.py:236(set_rotation_mode)
      251    0.000    0.000    0.001    0.000 text.py:1178(_preprocess_math)
        1    0.000    0.000    0.001    0.001 nanfunctions.py:22(<module>)
        1    0.000    0.000    0.001    0.001 selectors.py:5(<module>)
        1    0.000    0.000    0.001    0.001 dis.py:1(<module>)
      697    0.001    0.000    0.001    0.000 stride_tricks.py:262(<listcomp>)
       52    0.000    0.000    0.001    0.000 shape_base.py:223(vstack)
      251    0.001    0.000    0.001    0.000 text.py:41(get_rotation)
      233    0.001    0.000    0.001    0.000 __init__.py:968(get_siblings)
     1446    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:52(_r_long)
      422    0.000    0.000    0.001    0.000 copy.py:268(_reconstruct)
        1    0.000    0.000    0.001    0.001 path.py:10(<module>)
    85/61    0.000    0.000    0.001    0.000 transforms.py:2343(__eq__)
       35    0.000    0.000    0.001    0.000 transforms.py:1651(set)
       20    0.000    0.000    0.001    0.000 pyparsing.py:4667(parseImpl)
       12    0.000    0.000    0.001    0.000 artist.py:1224(<listcomp>)
      268    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(ndim)
      268    0.001    0.000    0.001    0.000 win32.py:93(start)
       91    0.000    0.000    0.001    0.000 transforms.py:413(bounds)
        1    0.000    0.000    0.001    0.001 exp_family.py:1(<module>)
        1    0.000    0.000    0.001    0.001 replicate.py:1(<module>)
       12    0.000    0.000    0.001    0.000 03_DQN_training.py:270(get_moving_average)
     4406    0.001    0.000    0.001    0.000 {built-in method builtins.iter}
        1    0.000    0.000    0.001    0.001 connection.py:10(<module>)
     3745    0.001    0.000    0.001    0.000 sre_parse.py:248(match)
        1    0.000    0.000    0.001    0.001 utils.py:4(<module>)
        1    0.000    0.000    0.001    0.001 charset.py:6(<module>)
       30    0.001    0.000    0.001    0.000 warnings.py:428(__init__)
      721    0.000    0.000    0.001    0.000 shape_base.py:593(_column_stack_dispatcher)
       12    0.000    0.000    0.001    0.000 axis.py:2245(_get_offset_text)
     72/4    0.000    0.000    0.001    0.000 pyparsing.py:1827(_parseCache)
       12    0.000    0.000    0.001    0.000 axis.py:1953(_get_offset_text)
      191    0.000    0.000    0.001    0.000 ntpath.py:75(join)
       20    0.000    0.000    0.001    0.000 utils.py:6(parse)
        1    0.000    0.000    0.001    0.001 gumbel.py:1(<module>)
      821    0.000    0.000    0.001    0.000 __init__.py:1286(debug)
       66    0.000    0.000    0.001    0.000 pyparsing.py:2122(__add__)
     1413    0.000    0.000    0.001    0.000 compat.py:85(asstr)
   153/62    0.000    0.000    0.001    0.000 typing.py:1145(__subclasscheck__)
      280    0.000    0.000    0.001    0.000 scale.py:721(scale_factory)
      408    0.000    0.000    0.001    0.000 artist.py:1326(aliased_name)
      190    0.000    0.000    0.001    0.000 transforms.py:2694(__init__)
     1097    0.000    0.000    0.001    0.000 font_manager.py:1043(get_default_size)
        1    0.000    0.000    0.001    0.001 polynomial.py:4(<module>)
      758    0.000    0.000    0.001    0.000 backend_bases.py:918(set_foreground)
        1    0.000    0.000    0.001    0.001 worker.py:5(<module>)
       26    0.000    0.000    0.001    0.000 _base.py:871(_set_position)
      139    0.000    0.000    0.001    0.000 _ufunc_config.py:441(__enter__)
      550    0.000    0.000    0.001    0.000 transforms.py:2668(get_matrix)
      143    0.000    0.000    0.001    0.000 patches.py:292(set_edgecolor)
        3    0.000    0.000    0.001    0.000 module.py:788(load_state_dict)
        1    0.000    0.000    0.001    0.001 wintypes.py:2(<module>)
        2    0.000    0.000    0.001    0.000 inspect.py:760(findsource)
     5351    0.001    0.000    0.001    0.000 multiarray.py:707(dot)
       27    0.000    0.000    0.001    0.000 core.py:172(iter_style_files)
        1    0.000    0.000    0.001    0.001 types.py:36(<module>)
     1569    0.001    0.000    0.001    0.000 __init__.py:1912(_str_equal)
        1    0.000    0.000    0.001    0.001 texmanager.py:29(<module>)
       24    0.000    0.000    0.001    0.000 transforms.py:1621(__eq__)
     2348    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:847(__exit__)
        1    0.000    0.000    0.001    0.001 string.py:15(<module>)
        3    0.001    0.000    0.001    0.000 __init__.py:591(_client_to_window_size)
       24    0.000    0.000    0.001    0.000 transforms.py:2237(__eq__)
        2    0.000    0.000    0.001    0.000 win32.py:79(_get_arb_pixel_format_matching_configs)
       16    0.000    0.000    0.001    0.000 frontend.py:439(build_Call)
       83    0.000    0.000    0.001    0.000 transforms.py:2208(__init__)
        1    0.000    0.000    0.001    0.001 result.py:1(<module>)
     24/3    0.000    0.000    0.001    0.000 module.py:816(load)
      270    0.000    0.000    0.001    0.000 enum.py:70(__setitem__)
        1    0.000    0.000    0.001    0.001 ipaddress.py:9(<module>)
      619    0.001    0.000    0.001    0.000 sre_compile.py:388(_simple)
        1    0.000    0.000    0.001    0.001 texmanager.py:49(TexManager)
     7646    0.001    0.000    0.001    0.000 {built-in method _thread.get_ident}
      410    0.000    0.000    0.001    0.000 transforms.py:2149(transform_non_affine)
      104    0.000    0.000    0.001    0.000 {method 'sum' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.001    0.001 cartpole.py:56(__init__)
       93    0.000    0.000    0.001    0.000 _base.py:915(_set_artist_props)
        2    0.000    0.000    0.001    0.000 pyparsing.py:5660(srange)
       53    0.000    0.000    0.001    0.000 functional.py:26(broadcast_tensors)
       67    0.000    0.000    0.001    0.000 pyparsing.py:3993(__init__)
      226    0.000    0.000    0.001    0.000 sre_parse.py:828(fix_flags)
        1    0.000    0.000    0.001    0.001 module.py:1(<module>)
      723    0.001    0.000    0.001    0.000 {built-in method _imp._fix_co_filename}
      241    0.000    0.000    0.001    0.000 {method 'all' of 'numpy.ndarray' objects}
    10920    0.001    0.000    0.001    0.000 {method 'bit_length' of 'int' objects}
      528    0.001    0.000    0.001    0.000 __init__.py:205(process)
        1    0.000    0.000    0.001    0.001 __init__.py:38(<module>)
     1053    0.000    0.000    0.001    0.000 shape_base.py:208(_arrays_for_stack_dispatcher)
       26    0.000    0.000    0.001    0.000 transforms.py:2733(get_transformed_path_and_affine)
      130    0.000    0.000    0.001    0.000 abc.py:135(<setcomp>)
      429    0.000    0.000    0.001    0.000 transforms.py:2573(get_matrix)
     6963    0.001    0.000    0.001    0.000 {built-in method _imp.acquire_lock}
        4    0.000    0.000    0.001    0.000 warnings.py:119(filterwarnings)
        1    0.000    0.000    0.001    0.001 version.py:27(<module>)
        1    0.000    0.000    0.001    0.001 constraint_registry.py:66(<module>)
        3    0.000    0.000    0.001    0.000 version.py:1(<module>)
        4    0.000    0.000    0.001    0.000 conv.py:18(__init__)
        1    0.000    0.000    0.001    0.001 com.py:69(<module>)
       12    0.000    0.000    0.001    0.000 03_DQN_training.py:135(reset)
        1    0.000    0.000    0.001    0.001 scatter_gather.py:1(<module>)
      252    0.001    0.000    0.001    0.000 03_DQN_training.py:70(push)
     2552    0.001    0.000    0.001    0.000 inspect.py:2781(<genexpr>)
        1    0.000    0.000    0.001    0.001 string.py:65(__init__)
        1    0.000    0.000    0.001    0.001 glu.py:38(<module>)
      104    0.001    0.000    0.001    0.000 ticker.py:1831(scale_range)
        1    0.000    0.000    0.001    0.001 numbers.py:6(<module>)
      168    0.000    0.000    0.001    0.000 {method 'all' of 'numpy.generic' objects}
       24    0.000    0.000    0.001    0.000 module.py:712(_load_from_state_dict)
        1    0.000    0.000    0.001    0.001 stats_recorder.py:1(<module>)
       96    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1196(__init__)
       48    0.000    0.000    0.001    0.000 _base.py:2434(<listcomp>)
       34    0.000    0.000    0.001    0.000 linecache.py:53(checkcache)
      297    0.000    0.000    0.001    0.000 backend_agg.py:49(get_hinting_flag)
     1874    0.001    0.000    0.001    0.000 {method 'count' of 'str' objects}
     6963    0.001    0.000    0.001    0.000 {built-in method _imp.release_lock}
      104    0.000    0.000    0.001    0.000 _methods.py:36(_sum)
        3    0.000    0.000    0.001    0.000 seeding.py:11(np_random)
        1    0.000    0.000    0.001    0.001 patches.py:3151(ArrowStyle)
     2348    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:843(__enter__)
        1    0.000    0.000    0.001    0.001 ticker.py:165(<module>)
        1    0.000    0.000    0.001    0.001 lib.py:37(<module>)
     2954    0.001    0.000    0.001    0.000 {method 'replace' of 'str' objects}
     1431    0.001    0.000    0.001    0.000 {method 'ravel' of 'numpy.ndarray' objects}
       26    0.000    0.000    0.001    0.000 transforms.py:1483(transform_path)
      723    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:393(_check_name_wrapper)
      723    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:35(_new_module)
        2    0.000    0.000    0.001    0.000 activation.py:1(<module>)
      297    0.001    0.000    0.001    0.000 font_manager.py:1338(get_font)
      279    0.001    0.000    0.001    0.000 __init__.py:390(__setattr__)
      450    0.001    0.000    0.001    0.000 transforms.py:377(intervalx)
        1    0.000    0.000    0.001    0.001 scanner.py:2(<module>)
        1    0.000    0.000    0.001    0.001 random.py:38(<module>)
        1    0.000    0.000    0.001    0.001 _type_aliases.py:24(<module>)
      296    0.000    0.000    0.001    0.000 getlimits.py:365(__new__)
       80    0.000    0.000    0.001    0.000 __init__.py:163(connect)
    24/12    0.000    0.000    0.001    0.000 pyparsing.py:4230(parseImpl)
       20    0.000    0.000    0.001    0.000 pyparsing.py:4828(parseImpl)
      821    0.000    0.000    0.001    0.000 __init__.py:1544(isEnabledFor)
     2091    0.001    0.000    0.001    0.000 stride_tricks.py:266(<genexpr>)
      104    0.001    0.000    0.001    0.000 _methods.py:78(_clip_dep_invoke_with_casting)
        1    0.000    0.000    0.001    0.001 scimath.py:17(<module>)
       83    0.000    0.000    0.001    0.000 pyparsing.py:3852(__init__)
       12    0.000    0.000    0.001    0.000 deprecation.py:325(_delete_parameter)
        1    0.000    0.000    0.001    0.001 __init__.py:632(ImageData)
        1    0.000    0.000    0.001    0.001 _torch_docs.py:1(<module>)
     2242    0.001    0.000    0.001    0.000 {method 'values' of 'collections.OrderedDict' objects}
        3    0.000    0.000    0.001    0.000 __init__.py:1984(_find_builtin)
       53    0.001    0.000    0.001    0.000 {built-in method broadcast_tensors}
        1    0.000    0.000    0.001    0.001 arraysetops.py:27(<module>)
      449    0.000    0.000    0.001    0.000 artist.py:1301(_replace_path)
        3    0.000    0.000    0.001    0.000 __init__.py:1955(_get_builtin_table)
        4    0.000    0.000    0.001    0.000 batchnorm.py:19(__init__)
        1    0.000    0.000    0.001    0.001 registration.py:1(<module>)
       32    0.000    0.000    0.001    0.000 __init__.py:1838(getLogger)
     1913    0.001    0.000    0.001    0.000 sre_parse.py:285(tell)
     2200    0.001    0.000    0.001    0.000 lib_wgl.py:83(__init__)
       52    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(atleast_2d)
      139    0.000    0.000    0.001    0.000 _ufunc_config.py:446(__exit__)
       19    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:728(create_module)
      778    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:311(__enter__)
        1    0.000    0.000    0.001    0.001 _six.py:21(<module>)
        1    0.000    0.000    0.001    0.001 observer.py:1(<module>)
      192    0.000    0.000    0.001    0.000 transforms.py:2749(get_affine)
     3844    0.001    0.000    0.001    0.000 {method 'pop' of 'list' objects}
        1    0.000    0.000    0.001    0.001 reductions.py:1(<module>)
      188    0.001    0.000    0.001    0.000 {built-in method numpy.arange}
     2527    0.001    0.000    0.001    0.000 transforms.py:946(get_points)
      449    0.000    0.000    0.001    0.000 transforms.py:386(intervaly)
      305    0.000    0.000    0.001    0.000 <string>:12(__new__)
        1    0.000    0.000    0.001    0.001 lzma.py:9(<module>)
  113/105    0.000    0.000    0.001    0.000 __init__.py:270(wrapper)
       13    0.000    0.000    0.001    0.000 cartpole.py:132(reset)
       48    0.000    0.000    0.001    0.000 ticker.py:2100(view_limits)
        2    0.000    0.000    0.001    0.000 __init__.py:1961(register_all)
       82    0.000    0.000    0.001    0.000 inspect.py:536(_finddoc)
       12    0.000    0.000    0.001    0.000 _base.py:624(_set_lim_and_transforms)
       19    0.001    0.000    0.001    0.000 {built-in method _imp.create_builtin}
        1    0.000    0.000    0.001    0.001 png.py:183(<module>)
        1    0.000    0.000    0.001    0.001 datetime.py:5(<module>)
        1    0.000    0.000    0.001    0.001 _markupbase.py:6(<module>)
     2647    0.001    0.000    0.001    0.000 artist.py:770(get_visible)
       53    0.001    0.000    0.001    0.000 {built-in method ones_like}
      793    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:369(__init__)
        1    0.001    0.001    0.001    0.001 _cm_listed.py:1(<module>)
       43    0.000    0.000    0.001    0.000 inspect.py:2825(replace)
      286    0.000    0.000    0.001    0.000 _weakrefset.py:58(__iter__)
        2    0.000    0.000    0.001    0.000 profiler.py:1(<module>)
       44    0.001    0.000    0.001    0.000 {built-in method zeros_like}
        1    0.000    0.000    0.001    0.001 scale.py:1(<module>)
       65    0.000    0.000    0.001    0.000 transforms.py:2632(get_matrix)
       26    0.000    0.000    0.001    0.000 path.py:497(get_extents)
     1470    0.001    0.000    0.001    0.000 {built-in method from_bytes}
      268    0.000    0.000    0.001    0.000 fromnumeric.py:2986(ndim)
       11    0.000    0.000    0.001    0.000 enum.py:760(_missing_)
      773    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:780(find_spec)
      268    0.001    0.000    0.001    0.000 {built-in method PIL._imaging.raw_decoder}
        1    0.000    0.000    0.001    0.001 fnmatch.py:11(<module>)
       71    0.000    0.000    0.001    0.000 deprecation.py:237(finalize)
        1    0.000    0.000    0.001    0.001 distribution.py:1(<module>)
        2    0.000    0.000    0.001    0.000 distributed.py:1(<module>)
       11    0.000    0.000    0.001    0.000 enum.py:767(_create_pseudo_member_)
       12    0.000    0.000    0.001    0.000 enum.py:625(<listcomp>)
        1    0.000    0.000    0.001    0.001 TiffTags.py:20(<module>)
        1    0.000    0.000    0.001    0.001 filedialog.py:13(<module>)
     2236    0.000    0.000    0.001    0.000 sre_parse.py:159(__len__)
       32    0.000    0.000    0.001    0.000 __init__.py:1161(getLogger)
       24    0.000    0.000    0.001    0.000 _backend_tk.py:329(draw_idle)
     3058    0.001    0.000    0.001    0.000 {built-in method builtins.abs}
        1    0.001    0.001    0.001    0.001 request.py:2110(FancyURLopener)
        8    0.000    0.000    0.001    0.000 __init__.py:1932(_define_aliases)
     3552    0.001    0.000    0.001    0.000 fromnumeric.py:2185(_any_dispatcher)
        2    0.000    0.000    0.001    0.000 space.py:9(__init__)
      105    0.000    0.000    0.001    0.000 text.py:533(set_clip_box)
     2257    0.001    0.000    0.001    0.000 transforms.py:1857(get_matrix)
      664    0.000    0.000    0.001    0.000 __init__.py:1922(_str_lower_equal)
       18    0.000    0.000    0.001    0.000 pyparsing.py:4760(parseImpl)
